4;2;6.96;6.50;50.0;18.181818181818173;500;800
4;2;6.96;6.50;50.0;18.181818181818173;550;800
4;2;6.96;6.50;50.0;18.181818181818173;600;800
4;2;6.96;6.50;50.0;18.181818181818173;650;800
4;2;6.96;6.50;50.0;18.181818181818173;700;800
4;3;6.32;6.00;50.0;27.272727272727266;750;800
4;3;6.32;6.00;50.0;27.272727272727266;800;800
4;3;6.32;6.00;50.0;27.272727272727266;850;800
4;3;6.32;6.00;50.0;27.272727272727266;900;800
4;3;6.32;6.00;50.0;27.272727272727266;950;800
4;3;6.32;6.00;50.0;27.272727272727266;1000;800
4;3;6.32;6.00;50.0;27.272727272727266;1050;800
4;3;6.32;6.00;50.0;27.272727272727266;1100;800
4;3;6.32;6.00;50.0;27.272727272727266;1150;800
4;3;6.32;6.00;50.0;27.272727272727266;1200;800
4;2;6.96;6.50;50.0;18.181818181818173;500;850
4;2;6.96;6.50;50.0;18.181818181818173;550;850
4;2;6.96;6.50;50.0;18.181818181818173;600;850
4;2;6.96;6.50;50.0;18.181818181818173;650;850
4;2;6.96;6.50;50.0;18.181818181818173;700;850
4;3;6.32;6.00;50.0;27.272727272727266;750;850
4;3;6.32;6.00;50.0;27.272727272727266;800;850
4;3;6.32;6.00;50.0;27.272727272727266;850;850
4;3;6.32;6.00;50.0;27.272727272727266;900;850
5;3;6.04;5.50;62.5;27.272727272727266;950;850
5;3;6.04;5.50;62.5;27.272727272727266;1000;850
5;3;6.04;5.50;62.5;27.272727272727266;1050;850
5;3;6.04;5.50;62.5;27.272727272727266;1100;850
5;3;6.04;5.50;62.5;27.272727272727266;1150;850
5;3;6.04;5.50;62.5;27.272727272727266;1200;850
4;2;6.96;6.50;50.0;18.181818181818173;500;900
4;2;6.96;6.50;50.0;18.181818181818173;550;900
4;2;6.96;6.50;50.0;18.181818181818173;600;900
4;2;6.96;6.50;50.0;18.181818181818173;650;900
4;2;6.96;6.50;50.0;18.181818181818173;700;900
4;3;6.32;6.00;50.0;27.272727272727266;750;900
4;3;6.32;6.00;50.0;27.272727272727266;800;900
4;3;6.32;6.00;50.0;27.272727272727266;850;900
4;3;6.32;6.00;50.0;27.272727272727266;900;900
5;3;6.04;5.50;62.5;27.272727272727266;950;900
5;3;6.04;5.50;62.5;27.272727272727266;1000;900
5;3;6.04;5.50;62.5;27.272727272727266;1050;900
5;3;6.04;5.50;62.5;27.272727272727266;1100;900
5;3;6.04;5.50;62.5;27.272727272727266;1150;900
5;3;6.04;5.50;62.5;27.272727272727266;1200;900
4;2;6.96;6.50;50.0;18.181818181818173;500;950
4;2;6.96;6.50;50.0;18.181818181818173;550;950
4;2;6.96;6.50;50.0;18.181818181818173;600;950
4;2;6.96;6.50;50.0;18.181818181818173;650;950
4;2;6.96;6.50;50.0;18.181818181818173;700;950
4;3;6.32;6.00;50.0;27.272727272727266;750;950
4;3;6.32;6.00;50.0;27.272727272727266;800;950
4;3;6.32;6.00;50.0;27.272727272727266;850;950
4;3;6.32;6.00;50.0;27.272727272727266;900;950
5;3;6.04;5.50;62.5;27.272727272727266;950;950
5;3;6.04;5.50;62.5;27.272727272727266;1000;950
5;3;6.04;5.50;62.5;27.272727272727266;1050;950
5;3;6.04;5.50;62.5;27.272727272727266;1100;950
5;3;6.04;5.50;62.5;27.272727272727266;1150;950
5;3;6.04;5.50;62.5;27.272727272727266;1200;950
4;2;6.96;6.50;50.0;18.181818181818173;500;1000
4;2;6.96;6.50;50.0;18.181818181818173;550;1000
4;2;6.96;6.50;50.0;18.181818181818173;600;1000
4;2;6.96;6.50;50.0;18.181818181818173;650;1000
4;2;6.96;6.50;50.0;18.181818181818173;700;1000
4;3;6.32;6.00;50.0;27.272727272727266;750;1000
4;3;6.32;6.00;50.0;27.272727272727266;800;1000
4;3;6.32;6.00;50.0;27.272727272727266;850;1000
4;3;6.32;6.00;50.0;27.272727272727266;900;1000
5;3;6.04;5.50;62.5;27.272727272727266;950;1000
5;3;6.04;5.50;62.5;27.272727272727266;1000;1000
5;3;6.04;5.50;62.5;27.272727272727266;1050;1000
