	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	10	5	7	6	3.61	3.00	50.0	85.71428571428572	800	900
1	10	5	7	6	3.61	3.00	50.0	85.71428571428572	850	900
2	10	5	7	6	3.61	3.00	50.0	85.71428571428572	900	900
3	10	5	7	6	3.61	3.00	50.0	85.71428571428572	950	900
4	10	5	7	6	3.61	3.00	50.0	85.71428571428572	1000	900
5	10	5	7	6	3.61	3.00	50.0	85.71428571428572	800	950
6	10	5	7	6	3.61	3.00	50.0	85.71428571428572	850	950
7	10	5	7	6	3.61	3.00	50.0	85.71428571428572	900	950
8	10	5	7	6	3.61	3.00	50.0	85.71428571428572	950	950
9	10	5	7	6	3.61	3.00	50.0	85.71428571428572	1000	950
10	10	5	7	6	3.61	3.00	50.0	85.71428571428572	800	1000
11	10	5	7	6	3.61	3.00	50.0	85.71428571428572	850	1000
12	10	5	7	6	3.61	3.00	50.0	85.71428571428572	900	1000
13	10	5	7	6	3.61	3.00	50.0	85.71428571428572	950	1000
14	10	5	7	6	3.61	3.00	50.0	85.71428571428572	1000	1000
15	10	5	7	6	3.61	3.00	50.0	85.71428571428572	800	1050
16	10	5	7	6	3.61	3.00	50.0	85.71428571428572	850	1050
17	10	5	7	6	3.61	3.00	50.0	85.71428571428572	900	1050
18	10	5	7	6	3.61	3.00	50.0	85.71428571428572	950	1050
19	10	5	7	6	3.61	3.00	50.0	85.71428571428572	1000	1050
20	10	5	7	6	3.61	3.00	50.0	85.71428571428572	800	1100
21	10	5	7	6	3.61	3.00	50.0	85.71428571428572	850	1100
22	10	5	7	6	3.61	3.00	50.0	85.71428571428572	900	1100
23	10	5	7	6	3.61	3.00	50.0	85.71428571428572	950	1100
24	10	5	7	6	3.61	3.00	50.0	85.71428571428572	1000	1100
