	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	11	7	6	6	2.83	2.00	63.63636363636363	100.0	800	900
1	11	7	6	6	2.83	2.00	63.63636363636363	100.0	850	900
2	11	7	6	6	2.83	2.00	63.63636363636363	100.0	900	900
3	11	7	6	6	2.83	2.00	63.63636363636363	100.0	950	900
4	11	7	6	6	2.83	2.00	63.63636363636363	100.0	1000	900
5	11	7	6	6	2.83	2.00	63.63636363636363	100.0	800	950
6	11	7	6	6	2.83	2.00	63.63636363636363	100.0	850	950
7	11	7	6	6	2.83	2.00	63.63636363636363	100.0	900	950
8	11	7	6	6	2.83	2.00	63.63636363636363	100.0	950	950
9	11	7	6	6	2.83	2.00	63.63636363636363	100.0	1000	950
10	11	7	6	6	2.83	2.00	63.63636363636363	100.0	800	1000
11	11	7	6	6	2.83	2.00	63.63636363636363	100.0	850	1000
12	11	7	6	6	2.83	2.00	63.63636363636363	100.0	900	1000
13	11	7	6	6	2.83	2.00	63.63636363636363	100.0	950	1000
14	11	7	6	6	2.83	2.00	63.63636363636363	100.0	1000	1000
15	11	7	6	6	2.83	2.00	63.63636363636363	100.0	800	1050
16	11	7	6	6	2.83	2.00	63.63636363636363	100.0	850	1050
17	11	7	6	6	2.83	2.00	63.63636363636363	100.0	900	1050
18	11	7	6	6	2.83	2.00	63.63636363636363	100.0	950	1050
19	11	7	6	6	2.83	2.00	63.63636363636363	100.0	1000	1050
20	11	7	6	6	2.83	2.00	63.63636363636363	100.0	800	1100
21	11	7	6	6	2.83	2.00	63.63636363636363	100.0	850	1100
22	11	7	6	6	2.83	2.00	63.63636363636363	100.0	900	1100
23	11	7	6	6	2.83	2.00	63.63636363636363	100.0	950	1100
24	11	7	6	6	2.83	2.00	63.63636363636363	100.0	1000	1100
