	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	8	6	17	3	10.00	8.00	75.0	17.64705882352942	800	900
1	8	6	17	3	10.00	8.00	75.0	17.64705882352942	850	900
2	8	6	17	3	10.00	8.00	75.0	17.64705882352942	900	900
3	8	6	17	3	10.00	8.00	75.0	17.64705882352942	950	900
4	8	6	17	3	10.00	8.00	75.0	17.64705882352942	1000	900
5	8	6	17	3	10.00	8.00	75.0	17.64705882352942	800	950
6	8	6	17	3	10.00	8.00	75.0	17.64705882352942	850	950
7	8	6	17	3	10.00	8.00	75.0	17.64705882352942	900	950
8	8	6	17	3	10.00	8.00	75.0	17.64705882352942	950	950
9	8	6	17	3	10.00	8.00	75.0	17.64705882352942	1000	950
10	8	6	17	3	10.00	8.00	75.0	17.64705882352942	800	1000
11	8	6	17	3	10.00	8.00	75.0	17.64705882352942	850	1000
12	8	6	17	3	10.00	8.00	75.0	17.64705882352942	900	1000
13	8	6	17	3	10.00	8.00	75.0	17.64705882352942	950	1000
14	8	6	17	3	10.00	8.00	75.0	17.64705882352942	1000	1000
15	8	6	17	3	10.00	8.00	75.0	17.64705882352942	800	1050
16	8	6	17	3	10.00	8.00	75.0	17.64705882352942	850	1050
17	8	6	17	3	10.00	8.00	75.0	17.64705882352942	900	1050
18	8	6	17	3	10.00	8.00	75.0	17.64705882352942	950	1050
19	8	6	17	3	10.00	8.00	75.0	17.64705882352942	1000	1050
20	8	6	17	3	10.00	8.00	75.0	17.64705882352942	800	1100
21	8	6	17	3	10.00	8.00	75.0	17.64705882352942	850	1100
22	8	6	17	3	10.00	8.00	75.0	17.64705882352942	900	1100
23	8	6	17	3	10.00	8.00	75.0	17.64705882352942	950	1100
24	8	6	17	3	10.00	8.00	75.0	17.64705882352942	1000	1100
