	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	4	6	3	0	2.55	2.50	50.0	0.0	4	800
1	4	4	3	0	2.12	1.50	100.0	0.0	5	800
2	4	2	3	0	2.55	2.50	50.0	0.0	6	800
3	4	2	3	0	2.55	2.50	50.0	0.0	7	800
4	4	1	3	0	3.00	3.00	25.0	0.0	8	800
5	4	0	3	0	3.54	3.50	0.0	0.0	9	800
6	4	0	3	0	3.54	3.50	0.0	0.0	10	800
7	4	6	3	0	2.55	2.50	50.0	0.0	4	850
8	4	4	3	0	2.12	1.50	100.0	0.0	5	850
9	4	2	3	0	2.55	2.50	50.0	0.0	6	850
10	4	2	3	0	2.55	2.50	50.0	0.0	7	850
11	4	1	3	0	3.00	3.00	25.0	0.0	8	850
12	4	0	3	0	3.54	3.50	0.0	0.0	9	850
13	4	0	3	0	3.54	3.50	0.0	0.0	10	850
14	4	6	3	0	2.55	2.50	50.0	0.0	4	900
15	4	4	3	0	2.12	1.50	100.0	0.0	5	900
16	4	2	3	0	2.55	2.50	50.0	0.0	6	900
17	4	2	3	0	2.55	2.50	50.0	0.0	7	900
18	4	1	3	0	3.00	3.00	25.0	0.0	8	900
19	4	0	3	0	3.54	3.50	0.0	0.0	9	900
20	4	0	3	0	3.54	3.50	0.0	0.0	10	900
21	4	6	3	0	2.55	2.50	50.0	0.0	4	950
22	4	4	3	0	2.12	1.50	100.0	0.0	5	950
23	4	2	3	0	2.55	2.50	50.0	0.0	6	950
24	4	2	3	0	2.55	2.50	50.0	0.0	7	950
25	4	1	3	0	3.00	3.00	25.0	0.0	8	950
26	4	0	3	0	3.54	3.50	0.0	0.0	9	950
27	4	0	3	0	3.54	3.50	0.0	0.0	10	950
28	4	6	3	0	2.55	2.50	50.0	0.0	4	1000
29	4	4	3	0	2.12	1.50	100.0	0.0	5	1000
30	4	2	3	0	2.55	2.50	50.0	0.0	6	1000
31	4	2	3	0	2.55	2.50	50.0	0.0	7	1000
32	4	1	3	0	3.00	3.00	25.0	0.0	8	1000
33	4	0	3	0	3.54	3.50	0.0	0.0	9	1000
34	4	0	3	0	3.54	3.50	0.0	0.0	10	1000
35	4	6	3	0	2.55	2.50	50.0	0.0	4	1050
36	4	4	3	0	2.12	1.50	100.0	0.0	5	1050
37	4	2	3	0	2.55	2.50	50.0	0.0	6	1050
38	4	2	3	0	2.55	2.50	50.0	0.0	7	1050
39	4	1	3	0	3.00	3.00	25.0	0.0	8	1050
40	4	0	3	0	3.54	3.50	0.0	0.0	9	1050
41	4	0	3	0	3.54	3.50	0.0	0.0	10	1050
42	4	6	3	0	2.55	2.50	50.0	0.0	4	1100
43	4	4	3	0	2.12	1.50	100.0	0.0	5	1100
44	4	2	3	0	2.55	2.50	50.0	0.0	6	1100
45	4	2	3	0	2.55	2.50	50.0	0.0	7	1100
46	4	1	3	0	3.00	3.00	25.0	0.0	8	1100
47	4	0	3	0	3.54	3.50	0.0	0.0	9	1100
48	4	0	3	0	3.54	3.50	0.0	0.0	10	1100
49	4	6	3	0	2.55	2.50	50.0	0.0	4	1150
50	4	4	3	0	2.12	1.50	100.0	0.0	5	1150
51	4	2	3	0	2.55	2.50	50.0	0.0	6	1150
