	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	3	3	3	2	0.71	0.50	100.0	66.66666666666667	4	800
1	3	3	3	2	0.71	0.50	100.0	66.66666666666667	5	800
2	3	2	3	2	1.00	1.00	66.66666666666667	66.66666666666667	6	800
3	3	2	3	2	1.00	1.00	66.66666666666667	66.66666666666667	7	800
4	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	8	800
5	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	9	800
6	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	10	800
7	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	4	850
8	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	5	850
9	3	3	3	2	0.71	0.50	100.0	66.66666666666667	6	850
10	3	3	3	2	0.71	0.50	100.0	66.66666666666667	7	850
11	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	8	850
12	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	9	850
13	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	10	850
14	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	4	900
15	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	5	900
16	3	3	3	2	0.71	0.50	100.0	66.66666666666667	6	900
17	3	3	3	2	0.71	0.50	100.0	66.66666666666667	7	900
18	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	8	900
19	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	9	900
20	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	10	900
21	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	4	950
22	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	5	950
23	3	3	3	2	0.71	0.50	100.0	66.66666666666667	6	950
24	3	3	3	2	0.71	0.50	100.0	66.66666666666667	7	950
25	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	8	950
26	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	9	950
27	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	10	950
28	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	4	1000
29	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	5	1000
30	3	3	3	2	0.71	0.50	100.0	66.66666666666667	6	1000
31	3	3	3	2	0.71	0.50	100.0	66.66666666666667	7	1000
32	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	8	1000
33	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	9	1000
34	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	10	1000
35	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	4	1050
36	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	5	1050
37	3	3	3	2	0.71	0.50	100.0	66.66666666666667	6	1050
38	3	3	3	2	0.71	0.50	100.0	66.66666666666667	7	1050
39	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	8	1050
40	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	9	1050
41	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	10	1050
42	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	4	1100
43	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	5	1100
44	3	3	3	2	0.71	0.50	100.0	66.66666666666667	6	1100
45	3	3	3	2	0.71	0.50	100.0	66.66666666666667	7	1100
46	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	8	1100
47	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	9	1100
48	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	10	1100
49	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	4	1150
50	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	5	1150
51	3	3	3	2	0.71	0.50	100.0	66.66666666666667	6	1150
52	3	3	3	2	0.71	0.50	100.0	66.66666666666667	7	1150
53	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	8	1150
54	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	9	1150
55	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	10	1150
56	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	4	1200
57	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	5	1200
58	3	3	3	2	0.71	0.50	100.0	66.66666666666667	6	1200
59	3	3	3	2	0.71	0.50	100.0	66.66666666666667	7	1200
60	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	8	1200
61	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	9	1200
62	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	10	1200
63	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	4	1250
64	3	5	3	2	1.58	1.50	33.33333333333334	66.66666666666667	5	1250
65	3	3	3	2	0.71	0.50	100.0	66.66666666666667	6	1250
66	3	3	3	2	0.71	0.50	100.0	66.66666666666667	7	1250
67	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	8	1250
68	3	1	3	1	2.00	2.00	33.33333333333334	33.33333333333334	9	1250
