	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	1	1	6	1	3.54	2.50	100.0	16.666666666666657	800	900
1	1	1	6	1	3.54	2.50	100.0	16.666666666666657	850	900
2	1	1	6	1	3.54	2.50	100.0	16.666666666666657	900	900
3	1	1	6	1	3.54	2.50	100.0	16.666666666666657	950	900
4	1	1	6	1	3.54	2.50	100.0	16.666666666666657	1000	900
5	1	1	6	1	3.54	2.50	100.0	16.666666666666657	800	950
6	1	1	6	1	3.54	2.50	100.0	16.666666666666657	850	950
7	1	1	6	1	3.54	2.50	100.0	16.666666666666657	900	950
8	1	1	6	1	3.54	2.50	100.0	16.666666666666657	950	950
9	1	1	6	1	3.54	2.50	100.0	16.666666666666657	1000	950
10	1	1	6	1	3.54	2.50	100.0	16.666666666666657	800	1000
11	1	1	6	1	3.54	2.50	100.0	16.666666666666657	850	1000
12	1	1	6	1	3.54	2.50	100.0	16.666666666666657	900	1000
13	1	1	6	1	3.54	2.50	100.0	16.666666666666657	950	1000
14	1	1	6	1	3.54	2.50	100.0	16.666666666666657	1000	1000
15	1	1	6	1	3.54	2.50	100.0	16.666666666666657	800	1050
16	1	1	6	1	3.54	2.50	100.0	16.666666666666657	850	1050
17	1	1	6	1	3.54	2.50	100.0	16.666666666666657	900	1050
18	1	1	6	1	3.54	2.50	100.0	16.666666666666657	950	1050
19	1	1	6	1	3.54	2.50	100.0	16.666666666666657	1000	1050
20	1	1	6	1	3.54	2.50	100.0	16.666666666666657	800	1100
21	1	1	6	1	3.54	2.50	100.0	16.666666666666657	850	1100
22	1	1	6	1	3.54	2.50	100.0	16.666666666666657	900	1100
23	1	1	6	1	3.54	2.50	100.0	16.666666666666657	950	1100
24	1	1	6	1	3.54	2.50	100.0	16.666666666666657	1000	1100
