	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	600	600
1	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	650	600
2	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	700	600
3	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	750	600
4	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	800	600
5	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	850	600
6	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	900	600
7	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	950	600
8	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	1000	600
9	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	1050	600
10	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	1100	600
11	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	1150	600
12	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	1200	600
13	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	600	650
14	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	650	650
15	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	700	650
16	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	750	650
17	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	800	650
18	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	850	650
19	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	900	650
20	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	950	650
21	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	1000	650
22	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	1050	650
23	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	1100	650
24	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	1150	650
25	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	1200	650
26	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	600	700
27	3	1	3	2	1.58	1.50	33.33333333333334	66.66666666666667	650	700
