	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	8	7	5	7	1.58	1.50	87.5	60.0	3	800
1	8	6	5	3	2.00	2.00	75.0	60.0	4	800
2	8	4	5	2	3.54	3.50	50.0	40.0	5	800
3	8	2	5	2	4.74	4.50	25.0	40.0	6	800
4	8	1	5	2	5.39	5.00	12.5	40.0	7	800
5	8	7	5	7	1.58	1.50	87.5	60.0	3	850
6	8	6	5	3	2.00	2.00	75.0	60.0	4	850
7	8	4	5	2	3.54	3.50	50.0	40.0	5	850
8	8	2	5	2	4.74	4.50	25.0	40.0	6	850
9	8	1	5	2	5.39	5.00	12.5	40.0	7	850
10	8	7	5	7	1.58	1.50	87.5	60.0	3	900
11	8	6	5	3	2.00	2.00	75.0	60.0	4	900
12	8	4	5	2	3.54	3.50	50.0	40.0	5	900
13	8	2	5	2	4.74	4.50	25.0	40.0	6	900
14	8	1	5	2	5.39	5.00	12.5	40.0	7	900
15	8	7	5	7	1.58	1.50	87.5	60.0	3	950
16	8	6	5	3	2.00	2.00	75.0	60.0	4	950
17	8	4	5	2	3.54	3.50	50.0	40.0	5	950
18	8	2	5	2	4.74	4.50	25.0	40.0	6	950
19	8	1	5	2	5.39	5.00	12.5	40.0	7	950
20	8	7	5	7	1.58	1.50	87.5	60.0	3	1000
21	8	6	5	3	2.00	2.00	75.0	60.0	4	1000
22	8	4	5	2	3.54	3.50	50.0	40.0	5	1000
23	8	2	5	2	4.74	4.50	25.0	40.0	6	1000
24	8	1	5	2	5.39	5.00	12.5	40.0	7	1000
25	8	7	5	7	1.58	1.50	87.5	60.0	3	1050
26	8	6	5	3	2.00	2.00	75.0	60.0	4	1050
27	8	4	5	2	3.54	3.50	50.0	40.0	5	1050
28	8	2	5	2	4.74	4.50	25.0	40.0	6	1050
29	8	1	5	2	5.39	5.00	12.5	40.0	7	1050
30	8	7	5	7	1.58	1.50	87.5	60.0	3	1100
31	8	6	5	3	2.00	2.00	75.0	60.0	4	1100
32	8	4	5	2	3.54	3.50	50.0	40.0	5	1100
33	8	2	5	2	4.74	4.50	25.0	40.0	6	1100
34	8	1	5	2	5.39	5.00	12.5	40.0	7	1100
35	8	7	5	7	1.58	1.50	87.5	60.0	3	1150
36	8	6	5	3	2.00	2.00	75.0	60.0	4	1150
37	8	4	5	2	3.54	3.50	50.0	40.0	5	1150
38	8	2	5	2	4.74	4.50	25.0	40.0	6	1150
39	8	1	5	2	5.39	5.00	12.5	40.0	7	1150
40	8	7	5	7	1.58	1.50	87.5	60.0	3	1200
41	8	6	5	3	2.00	2.00	75.0	60.0	4	1200
42	8	4	5	2	3.54	3.50	50.0	40.0	5	1200
43	8	2	5	2	4.74	4.50	25.0	40.0	6	1200
44	8	1	5	2	5.39	5.00	12.5	40.0	7	1200
45	8	7	5	7	1.58	1.50	87.5	60.0	3	1250
46	8	6	5	3	2.00	2.00	75.0	60.0	4	1250
47	8	4	5	2	3.54	3.50	50.0	40.0	5	1250
48	8	2	5	2	4.74	4.50	25.0	40.0	6	1250
49	8	1	5	2	5.39	5.00	12.5	40.0	7	1250
50	8	7	5	7	1.58	1.50	87.5	60.0	3	1300
51	8	6	5	3	2.00	2.00	75.0	60.0	4	1300
52	8	4	5	2	3.54	3.50	50.0	40.0	5	1300
53	8	2	5	2	4.74	4.50	25.0	40.0	6	1300
54	8	1	5	2	5.39	5.00	12.5	40.0	7	1300
55	8	7	5	7	1.58	1.50	87.5	60.0	3	1350
56	8	6	5	3	2.00	2.00	75.0	60.0	4	1350
57	8	4	5	2	3.54	3.50	50.0	40.0	5	1350
58	8	2	5	2	4.74	4.50	25.0	40.0	6	1350
59	8	1	5	2	5.39	5.00	12.5	40.0	7	1350
60	8	7	5	7	1.58	1.50	87.5	60.0	3	1400
61	8	6	5	3	2.00	2.00	75.0	60.0	4	1400
62	8	4	5	2	3.54	3.50	50.0	40.0	5	1400
63	8	2	5	2	4.74	4.50	25.0	40.0	6	1400
64	8	1	5	2	5.39	5.00	12.5	40.0	7	1400
65	8	7	5	7	1.58	1.50	87.5	60.0	3	1450
66	8	6	5	3	2.00	2.00	75.0	60.0	4	1450
67	8	4	5	2	3.54	3.50	50.0	40.0	5	1450
68	8	2	5	2	4.74	4.50	25.0	40.0	6	1450
69	8	1	5	2	5.39	5.00	12.5	40.0	7	1450
70	8	7	5	7	1.58	1.50	87.5	60.0	3	1500
71	8	6	5	3	2.00	2.00	75.0	60.0	4	1500
72	8	4	5	2	3.54	3.50	50.0	40.0	5	1500
73	8	2	5	2	4.74	4.50	25.0	40.0	6	1500
74	8	1	5	2	5.39	5.00	12.5	40.0	7	1500
75	8	7	5	7	1.58	1.50	87.5	60.0	3	1550
76	8	6	5	3	2.00	2.00	75.0	60.0	4	1550
77	8	4	5	2	3.54	3.50	50.0	40.0	5	1550
78	8	2	5	2	4.74	4.50	25.0	40.0	6	1550
79	8	1	5	2	5.39	5.00	12.5	40.0	7	1550
80	8	7	5	7	1.58	1.50	87.5	60.0	3	1600
81	8	6	5	3	2.00	2.00	75.0	60.0	4	1600
82	8	4	5	2	3.54	3.50	50.0	40.0	5	1600
83	8	2	5	2	4.74	4.50	25.0	40.0	6	1600
84	8	1	5	2	5.39	5.00	12.5	40.0	7	1600
