	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	7	5	6	6	1.41	1.00	71.42857142857143	100.0	4	800
1	7	4	6	4	2.55	2.50	57.142857142857146	66.66666666666667	5	800
2	7	4	6	4	2.55	2.50	57.142857142857146	66.66666666666667	6	800
3	7	2	6	3	4.12	4.00	28.57142857142857	50.0	7	800
4	7	1	6	2	5.10	5.00	14.285714285714292	33.33333333333334	8	800
5	7	0	6	2	5.70	5.50	0.0	33.33333333333334	9	800
6	7	0	6	1	6.08	6.00	0.0	16.666666666666657	10	800
7	7	5	6	6	1.41	1.00	71.42857142857143	100.0	4	850
8	7	4	6	4	2.55	2.50	57.142857142857146	66.66666666666667	5	850
9	7	4	6	4	2.55	2.50	57.142857142857146	66.66666666666667	6	850
10	7	2	6	3	4.12	4.00	28.57142857142857	50.0	7	850
11	7	1	6	2	5.10	5.00	14.285714285714292	33.33333333333334	8	850
12	7	0	6	2	5.70	5.50	0.0	33.33333333333334	9	850
13	7	0	6	1	6.08	6.00	0.0	16.666666666666657	10	850
14	7	5	6	6	1.41	1.00	71.42857142857143	100.0	4	900
15	7	4	6	4	2.55	2.50	57.142857142857146	66.66666666666667	5	900
16	7	4	6	4	2.55	2.50	57.142857142857146	66.66666666666667	6	900
17	7	2	6	3	4.12	4.00	28.57142857142857	50.0	7	900
18	7	1	6	2	5.10	5.00	14.285714285714292	33.33333333333334	8	900
19	7	0	6	2	5.70	5.50	0.0	33.33333333333334	9	900
20	7	0	6	1	6.08	6.00	0.0	16.666666666666657	10	900
21	7	5	6	6	1.41	1.00	71.42857142857143	100.0	4	950
22	7	4	6	4	2.55	2.50	57.142857142857146	66.66666666666667	5	950
23	7	4	6	4	2.55	2.50	57.142857142857146	66.66666666666667	6	950
24	7	2	6	3	4.12	4.00	28.57142857142857	50.0	7	950
25	7	1	6	2	5.10	5.00	14.285714285714292	33.33333333333334	8	950
26	7	0	6	2	5.70	5.50	0.0	33.33333333333334	9	950
27	7	0	6	1	6.08	6.00	0.0	16.666666666666657	10	950
28	7	5	6	6	1.41	1.00	71.42857142857143	100.0	4	1000
29	7	4	6	4	2.55	2.50	57.142857142857146	66.66666666666667	5	1000
30	7	4	6	4	2.55	2.50	57.142857142857146	66.66666666666667	6	1000
31	7	2	6	3	4.12	4.00	28.57142857142857	50.0	7	1000
32	7	1	6	2	5.10	5.00	14.285714285714292	33.33333333333334	8	1000
33	7	0	6	2	5.70	5.50	0.0	33.33333333333334	9	1000
