1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;800
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;800
1;1;6;3;2.12;1.50;100.0;50.0;5;800
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;800
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;800
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;850
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;850
1;1;6;3;2.12;1.50;100.0;50.0;5;850
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;850
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;850
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;900
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;900
1;1;6;3;2.12;1.50;100.0;50.0;5;900
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;900
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;900
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;950
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;950
1;1;6;3;2.12;1.50;100.0;50.0;5;950
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;950
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;950
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1000
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1000
1;1;6;3;2.12;1.50;100.0;50.0;5;1000
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1000
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1000
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1050
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1050
1;1;6;3;2.12;1.50;100.0;50.0;5;1050
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1050
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1050
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1100
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1100
1;1;6;3;2.12;1.50;100.0;50.0;5;1100
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1100
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1100
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1150
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1150
1;1;6;3;2.12;1.50;100.0;50.0;5;1150
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1150
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1150
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1200
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1200
1;1;6;3;2.12;1.50;100.0;50.0;5;1200
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1200
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1200
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1250
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1250
1;1;6;3;2.12;1.50;100.0;50.0;5;1250
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1250
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1250
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1300
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1300
1;1;6;3;2.12;1.50;100.0;50.0;5;1300
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1300
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1300
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1350
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1350
1;1;6;3;2.12;1.50;100.0;50.0;5;1350
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1350
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1350
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1400
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1400
1;1;6;3;2.12;1.50;100.0;50.0;5;1400
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1400
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1400
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1450
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1450
1;1;6;3;2.12;1.50;100.0;50.0;5;1450
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1450
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1450
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1500
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1500
1;1;6;3;2.12;1.50;100.0;50.0;5;1500
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1500
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1500
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1550
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1550
1;1;6;3;2.12;1.50;100.0;50.0;5;1550
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1550
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1550
1;1;6;4;1.41;1.00;100.0;66.66666666666667;3;1600
1;1;6;4;1.41;1.00;100.0;66.66666666666667;4;1600
1;1;6;3;2.12;1.50;100.0;50.0;5;1600
1;1;6;2;2.83;2.00;100.0;33.33333333333334;6;1600
1;1;6;2;2.83;2.00;100.0;33.33333333333334;7;1600
