	IN	OUT	RMSE	MAE	span	delta
0	0	0	0.00	0.00	400	800
1	0	0	0.00	0.00	450	800
2	0	0	0.00	0.00	500	800
3	0	0	0.00	0.00	550	800
4	0	1	0.71	0.50	600	800
5	0	1	0.71	0.50	650	800
6	0	1	0.71	0.50	700	800
7	0	1	0.71	0.50	750	800
8	0	1	0.71	0.50	800	800
9	0	1	0.71	0.50	850	800
10	0	1	0.71	0.50	900	800
11	0	1	0.71	0.50	950	800
12	0	1	0.71	0.50	1000	800
13	0	1	0.71	0.50	1050	800
14	0	1	0.71	0.50	1100	800
15	0	1	0.71	0.50	1150	800
16	0	1	0.71	0.50	1200	800
17	0	0	0.00	0.00	400	850
18	0	0	0.00	0.00	450	850
19	0	0	0.00	0.00	500	850
20	0	0	0.00	0.00	550	850
21	0	1	0.71	0.50	600	850
22	0	1	0.71	0.50	650	850
23	0	1	0.71	0.50	700	850
24	0	1	0.71	0.50	750	850
25	0	1	0.71	0.50	800	850
26	0	1	0.71	0.50	850	850
27	0	1	0.71	0.50	900	850
28	0	1	0.71	0.50	950	850
29	0	1	0.71	0.50	1000	850
30	0	1	0.71	0.50	1050	850
31	0	1	0.71	0.50	1100	850
32	0	1	0.71	0.50	1150	850
33	0	1	0.71	0.50	1200	850
34	0	0	0.00	0.00	400	900
35	0	0	0.00	0.00	450	900
36	0	0	0.00	0.00	500	900
37	0	0	0.00	0.00	550	900
38	0	1	0.71	0.50	600	900
39	0	1	0.71	0.50	650	900
40	0	1	0.71	0.50	700	900
41	0	1	0.71	0.50	750	900
42	0	1	0.71	0.50	800	900
43	0	1	0.71	0.50	850	900
44	0	1	0.71	0.50	900	900
45	0	1	0.71	0.50	950	900
46	0	1	0.71	0.50	1000	900
47	0	1	0.71	0.50	1050	900
48	0	1	0.71	0.50	1100	900
49	0	1	0.71	0.50	1150	900
50	0	1	0.71	0.50	1200	900
51	0	0	0.00	0.00	400	950
52	0	0	0.00	0.00	450	950
53	0	0	0.00	0.00	500	950
54	0	0	0.00	0.00	550	950
55	0	1	0.71	0.50	600	950
56	0	1	0.71	0.50	650	950
57	0	1	0.71	0.50	700	950
58	0	1	0.71	0.50	750	950
59	0	1	0.71	0.50	800	950
60	0	1	0.71	0.50	850	950
61	0	1	0.71	0.50	900	950
62	0	1	0.71	0.50	950	950
63	0	1	0.71	0.50	1000	950
64	0	1	0.71	0.50	1050	950
65	0	1	0.71	0.50	1100	950
66	0	1	0.71	0.50	1150	950
67	0	1	0.71	0.50	1200	950
68	0	0	0.00	0.00	400	1000
69	0	0	0.00	0.00	450	1000
70	0	0	0.00	0.00	500	1000
71	0	0	0.00	0.00	550	1000
72	0	1	0.71	0.50	600	1000
73	0	1	0.71	0.50	650	1000
74	0	1	0.71	0.50	700	1000
75	0	1	0.71	0.50	750	1000
76	0	1	0.71	0.50	800	1000
77	0	1	0.71	0.50	850	1000
78	0	1	0.71	0.50	900	1000
79	0	1	0.71	0.50	950	1000
80	0	1	0.71	0.50	1000	1000
81	0	1	0.71	0.50	1050	1000
82	0	1	0.71	0.50	1100	1000
83	0	1	0.71	0.50	1150	1000
84	0	1	0.71	0.50	1200	1000
85	0	0	0.00	0.00	400	1050
86	0	0	0.00	0.00	450	1050
87	0	0	0.00	0.00	500	1050
88	0	0	0.00	0.00	550	1050
89	0	1	0.71	0.50	600	1050
90	0	1	0.71	0.50	650	1050
91	0	1	0.71	0.50	700	1050
92	0	1	0.71	0.50	750	1050
93	0	1	0.71	0.50	800	1050
94	0	1	0.71	0.50	850	1050
95	0	1	0.71	0.50	900	1050
96	0	1	0.71	0.50	950	1050
97	0	1	0.71	0.50	1000	1050
98	0	1	0.71	0.50	1050	1050
99	0	1	0.71	0.50	1100	1050
100	0	1	0.71	0.50	1150	1050
101	0	1	0.71	0.50	1200	1050
102	0	0	0.00	0.00	400	1100
103	0	0	0.00	0.00	450	1100
104	0	0	0.00	0.00	500	1100
105	0	0	0.00	0.00	550	1100
106	0	1	0.71	0.50	600	1100
107	0	1	0.71	0.50	650	1100
108	0	1	0.71	0.50	700	1100
109	0	1	0.71	0.50	750	1100
110	0	1	0.71	0.50	800	1100
111	0	1	0.71	0.50	850	1100
112	0	1	0.71	0.50	900	1100
113	0	1	0.71	0.50	950	1100
114	0	1	0.71	0.50	1000	1100
115	0	1	0.71	0.50	1050	1100
116	0	1	0.71	0.50	1100	1100
117	0	1	0.71	0.50	1150	1100
118	0	1	0.71	0.50	1200	1100
119	0	0	0.00	0.00	400	1150
120	0	0	0.00	0.00	450	1150
121	0	0	0.00	0.00	500	1150
122	0	0	0.00	0.00	550	1150
123	0	1	0.71	0.50	600	1150
124	0	1	0.71	0.50	650	1150
125	0	1	0.71	0.50	700	1150
126	0	1	0.71	0.50	750	1150
127	0	1	0.71	0.50	800	1150
128	0	1	0.71	0.50	850	1150
129	0	1	0.71	0.50	900	1150
130	0	1	0.71	0.50	950	1150
131	0	1	0.71	0.50	1000	1150
132	0	1	0.71	0.50	1050	1150
133	0	1	0.71	0.50	1100	1150
134	0	1	0.71	0.50	1150	1150
135	0	1	0.71	0.50	1200	1150
136	0	0	0.00	0.00	400	1200
137	0	0	0.00	0.00	450	1200
138	0	0	0.00	0.00	500	1200
139	0	0	0.00	0.00	550	1200
140	0	1	0.71	0.50	600	1200
141	0	1	0.71	0.50	650	1200
142	0	1	0.71	0.50	700	1200
143	0	1	0.71	0.50	750	1200
144	0	1	0.71	0.50	800	1200
145	0	1	0.71	0.50	850	1200
146	0	1	0.71	0.50	900	1200
