	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	3	2	2	2	0.71	0.50	66.66666666666667	100.0	600	800
1	3	2	2	2	0.71	0.50	66.66666666666667	100.0	650	800
2	3	2	2	2	0.71	0.50	66.66666666666667	100.0	700	800
3	3	2	2	2	0.71	0.50	66.66666666666667	100.0	750	800
4	3	2	2	2	0.71	0.50	66.66666666666667	100.0	800	800
5	3	2	2	2	0.71	0.50	66.66666666666667	100.0	850	800
6	3	2	2	2	0.71	0.50	66.66666666666667	100.0	900	800
7	3	2	2	2	0.71	0.50	66.66666666666667	100.0	950	800
8	3	2	2	2	0.71	0.50	66.66666666666667	100.0	1000	800
9	3	2	2	2	0.71	0.50	66.66666666666667	100.0	600	850
10	3	2	2	2	0.71	0.50	66.66666666666667	100.0	650	850
11	3	2	2	2	0.71	0.50	66.66666666666667	100.0	700	850
12	3	2	2	2	0.71	0.50	66.66666666666667	100.0	750	850
13	3	2	2	2	0.71	0.50	66.66666666666667	100.0	800	850
14	3	2	2	2	0.71	0.50	66.66666666666667	100.0	850	850
15	3	2	2	2	0.71	0.50	66.66666666666667	100.0	900	850
16	3	2	2	2	0.71	0.50	66.66666666666667	100.0	950	850
17	3	2	2	2	0.71	0.50	66.66666666666667	100.0	1000	850
18	3	2	2	2	0.71	0.50	66.66666666666667	100.0	600	900
19	3	2	2	2	0.71	0.50	66.66666666666667	100.0	650	900
20	3	2	2	2	0.71	0.50	66.66666666666667	100.0	700	900
21	3	2	2	2	0.71	0.50	66.66666666666667	100.0	750	900
22	3	2	2	2	0.71	0.50	66.66666666666667	100.0	800	900
23	3	2	2	2	0.71	0.50	66.66666666666667	100.0	850	900
24	3	2	2	2	0.71	0.50	66.66666666666667	100.0	900	900
25	3	2	2	2	0.71	0.50	66.66666666666667	100.0	950	900
26	3	2	2	2	0.71	0.50	66.66666666666667	100.0	1000	900
27	3	2	2	2	0.71	0.50	66.66666666666667	100.0	600	950
28	3	2	2	2	0.71	0.50	66.66666666666667	100.0	650	950
29	3	2	2	2	0.71	0.50	66.66666666666667	100.0	700	950
30	3	2	2	2	0.71	0.50	66.66666666666667	100.0	750	950
31	3	2	2	2	0.71	0.50	66.66666666666667	100.0	800	950
32	3	2	2	2	0.71	0.50	66.66666666666667	100.0	850	950
33	3	2	2	2	0.71	0.50	66.66666666666667	100.0	900	950
34	3	2	2	2	0.71	0.50	66.66666666666667	100.0	950	950
35	3	2	2	2	0.71	0.50	66.66666666666667	100.0	1000	950
36	3	2	2	2	0.71	0.50	66.66666666666667	100.0	600	1000
37	3	2	2	2	0.71	0.50	66.66666666666667	100.0	650	1000
38	3	2	2	2	0.71	0.50	66.66666666666667	100.0	700	1000
39	3	2	2	2	0.71	0.50	66.66666666666667	100.0	750	1000
40	3	2	2	2	0.71	0.50	66.66666666666667	100.0	800	1000
41	3	2	2	2	0.71	0.50	66.66666666666667	100.0	850	1000
42	3	2	2	2	0.71	0.50	66.66666666666667	100.0	900	1000
43	3	2	2	2	0.71	0.50	66.66666666666667	100.0	950	1000
44	3	2	2	2	0.71	0.50	66.66666666666667	100.0	1000	1000
45	3	2	2	2	0.71	0.50	66.66666666666667	100.0	600	1050
46	3	2	2	2	0.71	0.50	66.66666666666667	100.0	650	1050
47	3	2	2	2	0.71	0.50	66.66666666666667	100.0	700	1050
48	3	2	2	2	0.71	0.50	66.66666666666667	100.0	750	1050
49	3	2	2	2	0.71	0.50	66.66666666666667	100.0	800	1050
50	3	2	2	2	0.71	0.50	66.66666666666667	100.0	850	1050
51	3	2	2	2	0.71	0.50	66.66666666666667	100.0	900	1050
52	3	2	2	2	0.71	0.50	66.66666666666667	100.0	950	1050
53	3	2	2	2	0.71	0.50	66.66666666666667	100.0	1000	1050
54	3	2	2	2	0.71	0.50	66.66666666666667	100.0	600	1100
55	3	2	2	2	0.71	0.50	66.66666666666667	100.0	650	1100
56	3	2	2	2	0.71	0.50	66.66666666666667	100.0	700	1100
57	3	2	2	2	0.71	0.50	66.66666666666667	100.0	750	1100
58	3	2	2	2	0.71	0.50	66.66666666666667	100.0	800	1100
59	3	2	2	2	0.71	0.50	66.66666666666667	100.0	850	1100
60	3	2	2	2	0.71	0.50	66.66666666666667	100.0	900	1100
61	3	2	2	2	0.71	0.50	66.66666666666667	100.0	950	1100
62	3	2	2	2	0.71	0.50	66.66666666666667	100.0	1000	1100
63	3	2	2	2	0.71	0.50	66.66666666666667	100.0	600	1150
64	3	2	2	2	0.71	0.50	66.66666666666667	100.0	650	1150
65	3	2	2	2	0.71	0.50	66.66666666666667	100.0	700	1150
66	3	2	2	2	0.71	0.50	66.66666666666667	100.0	750	1150
67	3	2	2	2	0.71	0.50	66.66666666666667	100.0	800	1150
68	3	2	2	2	0.71	0.50	66.66666666666667	100.0	850	1150
69	3	2	2	2	0.71	0.50	66.66666666666667	100.0	900	1150
70	3	2	2	2	0.71	0.50	66.66666666666667	100.0	950	1150
71	3	2	2	2	0.71	0.50	66.66666666666667	100.0	1000	1150
72	3	2	2	2	0.71	0.50	66.66666666666667	100.0	600	1200
73	3	2	2	2	0.71	0.50	66.66666666666667	100.0	650	1200
74	3	2	2	2	0.71	0.50	66.66666666666667	100.0	700	1200
75	3	2	2	2	0.71	0.50	66.66666666666667	100.0	750	1200
76	3	2	2	2	0.71	0.50	66.66666666666667	100.0	800	1200
77	3	2	2	2	0.71	0.50	66.66666666666667	100.0	850	1200
78	3	2	2	2	0.71	0.50	66.66666666666667	100.0	900	1200
79	3	2	2	2	0.71	0.50	66.66666666666667	100.0	950	1200
80	3	2	2	2	0.71	0.50	66.66666666666667	100.0	1000	1200
