	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	4	2	2	3	1.58	1.50	50.0	50.0	600	800
1	4	2	2	3	1.58	1.50	50.0	50.0	650	800
2	4	2	2	3	1.58	1.50	50.0	50.0	700	800
3	4	2	2	3	1.58	1.50	50.0	50.0	750	800
4	4	2	2	3	1.58	1.50	50.0	50.0	800	800
5	4	2	2	3	1.58	1.50	50.0	50.0	850	800
6	4	2	2	3	1.58	1.50	50.0	50.0	900	800
7	4	2	2	3	1.58	1.50	50.0	50.0	950	800
8	4	2	2	3	1.58	1.50	50.0	50.0	1000	800
9	4	2	2	3	1.58	1.50	50.0	50.0	600	850
10	4	2	2	3	1.58	1.50	50.0	50.0	650	850
11	4	2	2	3	1.58	1.50	50.0	50.0	700	850
12	4	2	2	3	1.58	1.50	50.0	50.0	750	850
13	4	2	2	3	1.58	1.50	50.0	50.0	800	850
14	4	2	2	3	1.58	1.50	50.0	50.0	850	850
15	4	2	2	3	1.58	1.50	50.0	50.0	900	850
16	4	2	2	3	1.58	1.50	50.0	50.0	950	850
17	4	2	2	3	1.58	1.50	50.0	50.0	1000	850
18	4	2	2	3	1.58	1.50	50.0	50.0	600	900
19	4	2	2	3	1.58	1.50	50.0	50.0	650	900
20	4	2	2	3	1.58	1.50	50.0	50.0	700	900
21	4	2	2	3	1.58	1.50	50.0	50.0	750	900
22	4	2	2	3	1.58	1.50	50.0	50.0	800	900
23	4	2	2	3	1.58	1.50	50.0	50.0	850	900
24	4	2	2	3	1.58	1.50	50.0	50.0	900	900
25	4	2	2	3	1.58	1.50	50.0	50.0	950	900
26	4	2	2	3	1.58	1.50	50.0	50.0	1000	900
27	4	2	2	3	1.58	1.50	50.0	50.0	600	950
28	4	2	2	3	1.58	1.50	50.0	50.0	650	950
29	4	2	2	3	1.58	1.50	50.0	50.0	700	950
30	4	2	2	3	1.58	1.50	50.0	50.0	750	950
31	4	2	2	3	1.58	1.50	50.0	50.0	800	950
32	4	2	2	3	1.58	1.50	50.0	50.0	850	950
33	4	2	2	3	1.58	1.50	50.0	50.0	900	950
34	4	2	2	3	1.58	1.50	50.0	50.0	950	950
35	4	2	2	3	1.58	1.50	50.0	50.0	1000	950
36	4	2	2	3	1.58	1.50	50.0	50.0	600	1000
37	4	2	2	3	1.58	1.50	50.0	50.0	650	1000
38	4	2	2	3	1.58	1.50	50.0	50.0	700	1000
39	4	2	2	3	1.58	1.50	50.0	50.0	750	1000
40	4	2	2	3	1.58	1.50	50.0	50.0	800	1000
41	4	2	2	3	1.58	1.50	50.0	50.0	850	1000
42	4	2	2	3	1.58	1.50	50.0	50.0	900	1000
43	4	2	2	3	1.58	1.50	50.0	50.0	950	1000
44	4	2	2	3	1.58	1.50	50.0	50.0	1000	1000
45	4	2	2	3	1.58	1.50	50.0	50.0	600	1050
46	4	2	2	3	1.58	1.50	50.0	50.0	650	1050
47	4	2	2	3	1.58	1.50	50.0	50.0	700	1050
48	4	2	2	3	1.58	1.50	50.0	50.0	750	1050
49	4	2	2	3	1.58	1.50	50.0	50.0	800	1050
50	4	2	2	3	1.58	1.50	50.0	50.0	850	1050
51	4	2	2	3	1.58	1.50	50.0	50.0	900	1050
52	4	2	2	3	1.58	1.50	50.0	50.0	950	1050
53	4	2	2	3	1.58	1.50	50.0	50.0	1000	1050
54	4	2	2	3	1.58	1.50	50.0	50.0	600	1100
55	4	2	2	3	1.58	1.50	50.0	50.0	650	1100
56	4	2	2	3	1.58	1.50	50.0	50.0	700	1100
57	4	2	2	3	1.58	1.50	50.0	50.0	750	1100
58	4	2	2	3	1.58	1.50	50.0	50.0	800	1100
59	4	2	2	3	1.58	1.50	50.0	50.0	850	1100
60	4	2	2	3	1.58	1.50	50.0	50.0	900	1100
61	4	2	2	3	1.58	1.50	50.0	50.0	950	1100
62	4	2	2	3	1.58	1.50	50.0	50.0	1000	1100
63	4	2	2	3	1.58	1.50	50.0	50.0	600	1150
64	4	2	2	3	1.58	1.50	50.0	50.0	650	1150
65	4	2	2	3	1.58	1.50	50.0	50.0	700	1150
66	4	2	2	3	1.58	1.50	50.0	50.0	750	1150
67	4	2	2	3	1.58	1.50	50.0	50.0	800	1150
68	4	2	2	3	1.58	1.50	50.0	50.0	850	1150
69	4	2	2	3	1.58	1.50	50.0	50.0	900	1150
70	4	2	2	3	1.58	1.50	50.0	50.0	950	1150
71	4	2	2	3	1.58	1.50	50.0	50.0	1000	1150
72	4	2	2	3	1.58	1.50	50.0	50.0	600	1200
73	4	2	2	3	1.58	1.50	50.0	50.0	650	1200
74	4	2	2	3	1.58	1.50	50.0	50.0	700	1200
75	4	2	2	3	1.58	1.50	50.0	50.0	750	1200
76	4	2	2	3	1.58	1.50	50.0	50.0	800	1200
77	4	2	2	3	1.58	1.50	50.0	50.0	850	1200
78	4	2	2	3	1.58	1.50	50.0	50.0	900	1200
79	4	2	2	3	1.58	1.50	50.0	50.0	950	1200
80	4	2	2	3	1.58	1.50	50.0	50.0	1000	1200
