	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	0	1	2	2	0.71	0.50	NaN	NaN	600	800
1	0	1	2	2	0.71	0.50	NaN	NaN	650	800
2	0	1	2	2	0.71	0.50	NaN	NaN	700	800
3	0	1	2	2	0.71	0.50	NaN	NaN	750	800
4	0	1	2	2	0.71	0.50	NaN	NaN	800	800
5	0	1	2	2	0.71	0.50	NaN	NaN	850	800
6	0	1	2	2	0.71	0.50	NaN	NaN	900	800
7	0	1	2	2	0.71	0.50	NaN	NaN	950	800
8	0	1	2	2	0.71	0.50	NaN	NaN	1000	800
9	0	1	2	2	0.71	0.50	NaN	NaN	600	850
10	0	1	2	2	0.71	0.50	NaN	NaN	650	850
11	0	1	2	2	0.71	0.50	NaN	NaN	700	850
12	0	1	2	2	0.71	0.50	NaN	NaN	750	850
13	0	1	2	2	0.71	0.50	NaN	NaN	800	850
14	0	1	2	2	0.71	0.50	NaN	NaN	850	850
15	0	1	2	2	0.71	0.50	NaN	NaN	900	850
16	0	1	2	2	0.71	0.50	NaN	NaN	950	850
17	0	1	2	2	0.71	0.50	NaN	NaN	1000	850
18	0	1	2	2	0.71	0.50	NaN	NaN	600	900
19	0	1	2	2	0.71	0.50	NaN	NaN	650	900
20	0	1	2	2	0.71	0.50	NaN	NaN	700	900
21	0	1	2	2	0.71	0.50	NaN	NaN	750	900
22	0	1	2	2	0.71	0.50	NaN	NaN	800	900
23	0	1	2	2	0.71	0.50	NaN	NaN	850	900
24	0	1	2	2	0.71	0.50	NaN	NaN	900	900
25	0	1	2	2	0.71	0.50	NaN	NaN	950	900
26	0	1	2	2	0.71	0.50	NaN	NaN	1000	900
27	0	1	2	2	0.71	0.50	NaN	NaN	600	950
28	0	1	2	2	0.71	0.50	NaN	NaN	650	950
29	0	1	2	2	0.71	0.50	NaN	NaN	700	950
30	0	1	2	2	0.71	0.50	NaN	NaN	750	950
31	0	1	2	2	0.71	0.50	NaN	NaN	800	950
32	0	1	2	2	0.71	0.50	NaN	NaN	850	950
33	0	1	2	2	0.71	0.50	NaN	NaN	900	950
34	0	1	2	2	0.71	0.50	NaN	NaN	950	950
35	0	1	2	2	0.71	0.50	NaN	NaN	1000	950
36	0	1	2	2	0.71	0.50	NaN	NaN	600	1000
37	0	1	2	2	0.71	0.50	NaN	NaN	650	1000
38	0	1	2	2	0.71	0.50	NaN	NaN	700	1000
39	0	1	2	2	0.71	0.50	NaN	NaN	750	1000
40	0	1	2	2	0.71	0.50	NaN	NaN	800	1000
41	0	1	2	2	0.71	0.50	NaN	NaN	850	1000
42	0	1	2	2	0.71	0.50	NaN	NaN	900	1000
43	0	1	2	2	0.71	0.50	NaN	NaN	950	1000
44	0	1	2	2	0.71	0.50	NaN	NaN	1000	1000
45	0	1	2	2	0.71	0.50	NaN	NaN	600	1050
46	0	1	2	2	0.71	0.50	NaN	NaN	650	1050
47	0	1	2	2	0.71	0.50	NaN	NaN	700	1050
48	0	1	2	2	0.71	0.50	NaN	NaN	750	1050
49	0	1	2	2	0.71	0.50	NaN	NaN	800	1050
50	0	1	2	2	0.71	0.50	NaN	NaN	850	1050
51	0	1	2	2	0.71	0.50	NaN	NaN	900	1050
52	0	1	2	2	0.71	0.50	NaN	NaN	950	1050
53	0	1	2	2	0.71	0.50	NaN	NaN	1000	1050
54	0	1	2	2	0.71	0.50	NaN	NaN	600	1100
55	0	1	2	2	0.71	0.50	NaN	NaN	650	1100
56	0	1	2	2	0.71	0.50	NaN	NaN	700	1100
57	0	1	2	2	0.71	0.50	NaN	NaN	750	1100
58	0	1	2	2	0.71	0.50	NaN	NaN	800	1100
59	0	1	2	2	0.71	0.50	NaN	NaN	850	1100
60	0	1	2	2	0.71	0.50	NaN	NaN	900	1100
61	0	1	2	2	0.71	0.50	NaN	NaN	950	1100
62	0	1	2	2	0.71	0.50	NaN	NaN	1000	1100
63	0	1	2	2	0.71	0.50	NaN	NaN	600	1150
64	0	1	2	2	0.71	0.50	NaN	NaN	650	1150
65	0	1	2	2	0.71	0.50	NaN	NaN	700	1150
66	0	1	2	2	0.71	0.50	NaN	NaN	750	1150
67	0	1	2	2	0.71	0.50	NaN	NaN	800	1150
68	0	1	2	2	0.71	0.50	NaN	NaN	850	1150
69	0	1	2	2	0.71	0.50	NaN	NaN	900	1150
70	0	1	2	2	0.71	0.50	NaN	NaN	950	1150
71	0	1	2	2	0.71	0.50	NaN	NaN	1000	1150
72	0	1	2	2	0.71	0.50	NaN	NaN	600	1200
73	0	1	2	2	0.71	0.50	NaN	NaN	650	1200
74	0	1	2	2	0.71	0.50	NaN	NaN	700	1200
75	0	1	2	2	0.71	0.50	NaN	NaN	750	1200
76	0	1	2	2	0.71	0.50	NaN	NaN	800	1200
77	0	1	2	2	0.71	0.50	NaN	NaN	850	1200
78	0	1	2	2	0.71	0.50	NaN	NaN	900	1200
79	0	1	2	2	0.71	0.50	NaN	NaN	950	1200
80	0	1	2	2	0.71	0.50	NaN	NaN	1000	1200
