	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	5	4	4	3	1.00	1.00	80.0	75.0	600	800
1	5	4	4	3	1.00	1.00	80.0	75.0	650	800
2	5	4	4	3	1.00	1.00	80.0	75.0	700	800
3	5	4	4	3	1.00	1.00	80.0	75.0	750	800
4	5	4	4	3	1.00	1.00	80.0	75.0	800	800
5	5	4	4	3	1.00	1.00	80.0	75.0	850	800
6	5	4	4	3	1.00	1.00	80.0	75.0	900	800
7	5	4	4	3	1.00	1.00	80.0	75.0	950	800
8	5	4	4	3	1.00	1.00	80.0	75.0	1000	800
9	5	4	4	3	1.00	1.00	80.0	75.0	600	850
10	5	4	4	3	1.00	1.00	80.0	75.0	650	850
11	5	4	4	3	1.00	1.00	80.0	75.0	700	850
12	5	4	4	3	1.00	1.00	80.0	75.0	750	850
13	5	4	4	3	1.00	1.00	80.0	75.0	800	850
14	5	4	4	3	1.00	1.00	80.0	75.0	850	850
15	5	4	4	3	1.00	1.00	80.0	75.0	900	850
16	5	4	4	3	1.00	1.00	80.0	75.0	950	850
17	5	4	4	3	1.00	1.00	80.0	75.0	1000	850
18	5	4	4	3	1.00	1.00	80.0	75.0	600	900
19	5	4	4	3	1.00	1.00	80.0	75.0	650	900
20	5	4	4	3	1.00	1.00	80.0	75.0	700	900
21	5	4	4	3	1.00	1.00	80.0	75.0	750	900
22	5	4	4	3	1.00	1.00	80.0	75.0	800	900
23	5	4	4	3	1.00	1.00	80.0	75.0	850	900
24	5	4	4	3	1.00	1.00	80.0	75.0	900	900
25	5	4	4	3	1.00	1.00	80.0	75.0	950	900
26	5	4	4	3	1.00	1.00	80.0	75.0	1000	900
27	5	4	4	3	1.00	1.00	80.0	75.0	600	950
28	5	4	4	3	1.00	1.00	80.0	75.0	650	950
29	5	4	4	3	1.00	1.00	80.0	75.0	700	950
30	5	4	4	3	1.00	1.00	80.0	75.0	750	950
31	5	4	4	3	1.00	1.00	80.0	75.0	800	950
32	5	4	4	3	1.00	1.00	80.0	75.0	850	950
33	5	4	4	3	1.00	1.00	80.0	75.0	900	950
34	5	4	4	3	1.00	1.00	80.0	75.0	950	950
35	5	4	4	3	1.00	1.00	80.0	75.0	1000	950
36	5	4	4	3	1.00	1.00	80.0	75.0	600	1000
37	5	4	4	3	1.00	1.00	80.0	75.0	650	1000
38	5	4	4	3	1.00	1.00	80.0	75.0	700	1000
39	5	4	4	3	1.00	1.00	80.0	75.0	750	1000
40	5	4	4	3	1.00	1.00	80.0	75.0	800	1000
41	5	4	4	3	1.00	1.00	80.0	75.0	850	1000
42	5	4	4	3	1.00	1.00	80.0	75.0	900	1000
43	5	4	4	3	1.00	1.00	80.0	75.0	950	1000
44	5	4	4	3	1.00	1.00	80.0	75.0	1000	1000
45	5	4	4	3	1.00	1.00	80.0	75.0	600	1050
46	5	4	4	3	1.00	1.00	80.0	75.0	650	1050
47	5	4	4	3	1.00	1.00	80.0	75.0	700	1050
48	5	4	4	3	1.00	1.00	80.0	75.0	750	1050
49	5	4	4	3	1.00	1.00	80.0	75.0	800	1050
50	5	4	4	3	1.00	1.00	80.0	75.0	850	1050
51	5	4	4	3	1.00	1.00	80.0	75.0	900	1050
52	5	4	4	3	1.00	1.00	80.0	75.0	950	1050
53	5	4	4	3	1.00	1.00	80.0	75.0	1000	1050
54	5	4	4	3	1.00	1.00	80.0	75.0	600	1100
55	5	4	4	3	1.00	1.00	80.0	75.0	650	1100
56	5	4	4	3	1.00	1.00	80.0	75.0	700	1100
57	5	4	4	3	1.00	1.00	80.0	75.0	750	1100
58	5	4	4	3	1.00	1.00	80.0	75.0	800	1100
59	5	4	4	3	1.00	1.00	80.0	75.0	850	1100
60	5	4	4	3	1.00	1.00	80.0	75.0	900	1100
61	5	4	4	3	1.00	1.00	80.0	75.0	950	1100
62	5	4	4	3	1.00	1.00	80.0	75.0	1000	1100
63	5	4	4	3	1.00	1.00	80.0	75.0	600	1150
64	5	4	4	3	1.00	1.00	80.0	75.0	650	1150
65	5	4	4	3	1.00	1.00	80.0	75.0	700	1150
66	5	4	4	3	1.00	1.00	80.0	75.0	750	1150
67	5	4	4	3	1.00	1.00	80.0	75.0	800	1150
68	5	4	4	3	1.00	1.00	80.0	75.0	850	1150
69	5	4	4	3	1.00	1.00	80.0	75.0	900	1150
70	5	4	4	3	1.00	1.00	80.0	75.0	950	1150
71	5	4	4	3	1.00	1.00	80.0	75.0	1000	1150
72	5	4	4	3	1.00	1.00	80.0	75.0	600	1200
73	5	4	4	3	1.00	1.00	80.0	75.0	650	1200
74	5	4	4	3	1.00	1.00	80.0	75.0	700	1200
75	5	4	4	3	1.00	1.00	80.0	75.0	750	1200
76	5	4	4	3	1.00	1.00	80.0	75.0	800	1200
77	5	4	4	3	1.00	1.00	80.0	75.0	850	1200
78	5	4	4	3	1.00	1.00	80.0	75.0	900	1200
79	5	4	4	3	1.00	1.00	80.0	75.0	950	1200
80	5	4	4	3	1.00	1.00	80.0	75.0	1000	1200
