	IN	OUT	RMSE	MAE	span	delta
63	3	1	1.58	1.50	1150	1200
64	3	1	1.58	1.50	1200	1200
65	2	1	1.41	1.00	600	1250
66	2	1	1.41	1.00	650	1250
67	2	1	1.41	1.00	700	1250
68	3	1	1.58	1.50	750	1250
69	3	1	1.58	1.50	800	1250
70	3	1	1.58	1.50	850	1250
71	3	1	1.58	1.50	900	1250
72	3	1	1.58	1.50	950	1250
73	3	1	1.58	1.50	1000	1250
74	3	1	1.58	1.50	1050	1250
75	3	1	1.58	1.50	1100	1250
76	3	1	1.58	1.50	1150	1250
77	3	1	1.58	1.50	1200	1250
78	2	1	1.41	1.00	600	1300
79	2	1	1.41	1.00	650	1300
80	2	1	1.41	1.00	700	1300
81	3	1	1.58	1.50	750	1300
82	3	1	1.58	1.50	800	1300
83	3	1	1.58	1.50	850	1300
84	3	1	1.58	1.50	900	1300
85	3	1	1.58	1.50	950	1300
86	3	1	1.58	1.50	1000	1300
87	3	1	1.58	1.50	1050	1300
88	3	1	1.58	1.50	1100	1300
89	3	1	1.58	1.50	1150	1300
90	3	1	1.58	1.50	1200	1300
91	3	1	1.58	1.50	600	1350
92	3	1	1.58	1.50	650	1350
93	3	1	1.58	1.50	700	1350
94	4	1	2.00	2.00	750	1350
95	4	1	2.00	2.00	800	1350
96	4	1	2.00	2.00	850	1350
97	4	1	2.00	2.00	900	1350
98	4	1	2.00	2.00	950	1350
99	4	1	2.00	2.00	1000	1350
100	4	1	2.00	2.00	1050	1350
101	4	1	2.00	2.00	1100	1350
102	4	1	2.00	2.00	1150	1350
103	4	1	2.00	2.00	1200	1350
104	3	1	1.58	1.50	600	1400
105	3	1	1.58	1.50	650	1400
106	3	1	1.58	1.50	700	1400
107	4	1	2.00	2.00	750	1400
108	4	1	2.00	2.00	800	1400
109	4	1	2.00	2.00	850	1400
110	4	1	2.00	2.00	900	1400
111	4	1	2.00	2.00	950	1400
112	4	1	2.00	2.00	1000	1400
113	4	1	2.00	2.00	1050	1400
114	4	1	2.00	2.00	1100	1400
115	4	1	2.00	2.00	1150	1400
116	4	1	2.00	2.00	1200	1400
117	3	1	1.58	1.50	600	1450
118	3	1	1.58	1.50	650	1450
119	3	1	1.58	1.50	700	1450
120	4	1	2.00	2.00	750	1450
121	4	1	2.00	2.00	800	1450
122	4	1	2.00	2.00	850	1450
123	4	1	2.00	2.00	900	1450
124	4	1	2.00	2.00	950	1450
125	4	1	2.00	2.00	1000	1450
126	4	1	2.00	2.00	1050	1450
127	4	1	2.00	2.00	1100	1450
128	4	1	2.00	2.00	1150	1450
129	4	1	2.00	2.00	1200	1450
130	3	1	1.58	1.50	600	1500
131	3	1	1.58	1.50	650	1500
132	3	1	1.58	1.50	700	1500
133	4	1	2.00	2.00	750	1500
134	4	1	2.00	2.00	800	1500
135	4	1	2.00	2.00	850	1500
136	4	1	2.00	2.00	900	1500
137	4	1	2.00	2.00	950	1500
138	4	1	2.00	2.00	1000	1500
139	4	1	2.00	2.00	1050	1500
140	4	1	2.00	2.00	1100	1500
141	4	1	2.00	2.00	1150	1500
142	4	1	2.00	2.00	1200	1500
143	3	1	1.58	1.50	600	1550
144	3	1	1.58	1.50	650	1550
145	3	1	1.58	1.50	700	1550
146	4	1	2.00	2.00	750	1550
147	4	1	2.00	2.00	800	1550
148	4	1	2.00	2.00	850	1550
149	4	1	2.00	2.00	900	1550
150	4	1	2.00	2.00	950	1550
151	4	1	2.00	2.00	1000	1550
152	4	1	2.00	2.00	1050	1550
153	4	1	2.00	2.00	1100	1550
154	4	1	2.00	2.00	1150	1550
155	4	1	2.00	2.00	1200	1550
156	3	1	1.58	1.50	600	1600
157	3	1	1.58	1.50	650	1600
158	3	1	1.58	1.50	700	1600
159	4	1	2.00	2.00	750	1600
160	4	1	2.00	2.00	800	1600
161	4	1	2.00	2.00	850	1600
162	4	1	2.00	2.00	900	1600
163	4	1	2.00	2.00	950	1600
164	4	1	2.00	2.00	1000	1600
165	4	1	2.00	2.00	1050	1600
166	4	1	2.00	2.00	1100	1600
167	4	1	2.00	2.00	1150	1600
168	4	1	2.00	2.00	1200	1600
169	3	1	1.58	1.50	600	1650
170	3	1	1.58	1.50	650	1650
171	3	1	1.58	1.50	700	1650
172	4	1	2.00	2.00	750	1650
173	4	1	2.00	2.00	800	1650
174	4	1	2.00	2.00	850	1650
175	4	1	2.00	2.00	900	1650
176	4	1	2.00	2.00	950	1650
177	4	1	2.00	2.00	1000	1650
178	4	1	2.00	2.00	1050	1650
179	4	1	2.00	2.00	1100	1650
180	4	1	2.00	2.00	1150	1650
181	4	1	2.00	2.00	1200	1650
182	3	1	1.58	1.50	600	1700
183	3	1	1.58	1.50	650	1700
184	3	1	1.58	1.50	700	1700
185	4	1	2.00	2.00	750	1700
186	4	1	2.00	2.00	800	1700
187	4	1	2.00	2.00	850	1700
188	4	1	2.00	2.00	900	1700
189	4	1	2.00	2.00	950	1700
190	4	1	2.00	2.00	1000	1700
191	4	1	2.00	2.00	1050	1700
192	4	1	2.00	2.00	1100	1700
193	4	1	2.00	2.00	1150	1700
194	4	1	2.00	2.00	1200	1700
195	3	1	1.58	1.50	600	1750
196	3	1	1.58	1.50	650	1750
197	3	1	1.58	1.50	700	1750
198	4	1	2.00	2.00	750	1750
199	4	1	2.00	2.00	800	1750
200	4	1	2.00	2.00	850	1750
201	4	1	2.00	2.00	900	1750
202	4	1	2.00	2.00	950	1750
203	4	1	2.00	2.00	1000	1750
204	4	1	2.00	2.00	1050	1750
205	4	1	2.00	2.00	1100	1750
206	4	1	2.00	2.00	1150	1750
207	4	1	2.00	2.00	1200	1750
208	3	1	1.58	1.50	600	1800
209	3	1	1.58	1.50	650	1800
210	3	1	1.58	1.50	700	1800
211	4	1	2.00	2.00	750	1800
212	4	1	2.00	2.00	800	1800
213	4	1	2.00	2.00	850	1800
214	4	1	2.00	2.00	900	1800
215	4	1	2.00	2.00	950	1800
216	4	1	2.00	2.00	1000	1800
217	4	1	2.00	2.00	1050	1800
218	4	1	2.00	2.00	1100	1800
219	4	1	2.00	2.00	1150	1800
220	4	1	2.00	2.00	1200	1800
221	3	1	1.58	1.50	600	1850
222	3	1	1.58	1.50	650	1850
223	3	1	1.58	1.50	700	1850
224	4	1	2.00	2.00	750	1850
225	4	1	2.00	2.00	800	1850
226	4	1	2.00	2.00	850	1850
227	4	1	2.00	2.00	900	1850
228	4	1	2.00	2.00	950	1850
229	4	1	2.00	2.00	1000	1850
230	4	1	2.00	2.00	1050	1850
231	4	1	2.00	2.00	1100	1850
232	4	1	2.00	2.00	1150	1850
233	4	1	2.00	2.00	1200	1850
234	4	1	2.00	2.00	600	1900
235	4	1	2.00	2.00	650	1900
236	4	1	2.00	2.00	700	1900
237	4	1	2.00	2.00	750	1900
238	4	1	2.00	2.00	800	1900
239	4	1	2.00	2.00	850	1900
240	4	1	2.00	2.00	900	1900
241	5	1	2.55	2.50	950	1900
242	5	1	2.55	2.50	1000	1900
243	5	1	2.55	2.50	1050	1900
244	5	1	2.55	2.50	1100	1900
245	5	1	2.55	2.50	1150	1900
246	5	1	2.55	2.50	1200	1900
