	IN	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	8	4	6.08	6.00	61.53846153846153	36.36363636363637	600	800
1	8	4	6.08	6.00	61.53846153846153	36.36363636363637	650	800
2	8	4	6.08	6.00	61.53846153846153	36.36363636363637	700	800
3	8	4	6.08	6.00	61.53846153846153	36.36363636363637	750	800
4	8	4	6.08	6.00	61.53846153846153	36.36363636363637	800	800
5	9	4	5.70	5.50	69.23076923076923	36.36363636363637	850	800
6	9	4	5.70	5.50	69.23076923076923	36.36363636363637	900	800
7	9	4	5.70	5.50	69.23076923076923	36.36363636363637	950	800
8	9	4	5.70	5.50	69.23076923076923	36.36363636363637	1000	800
9	9	4	5.70	5.50	69.23076923076923	36.36363636363637	1050	800
10	9	4	5.70	5.50	69.23076923076923	36.36363636363637	1100	800
11	9	4	5.70	5.50	69.23076923076923	36.36363636363637	1150	800
12	9	4	5.70	5.50	69.23076923076923	36.36363636363637	1200	800
13	8	4	6.08	6.00	61.53846153846153	36.36363636363637	600	850
14	8	4	6.08	6.00	61.53846153846153	36.36363636363637	650	850
15	8	4	6.08	6.00	61.53846153846153	36.36363636363637	700	850
16	8	4	6.08	6.00	61.53846153846153	36.36363636363637	750	850
17	8	4	6.08	6.00	61.53846153846153	36.36363636363637	800	850
18	9	4	5.70	5.50	69.23076923076923	36.36363636363637	850	850
19	9	4	5.70	5.50	69.23076923076923	36.36363636363637	900	850
20	9	4	5.70	5.50	69.23076923076923	36.36363636363637	950	850
21	9	4	5.70	5.50	69.23076923076923	36.36363636363637	1000	850
22	9	4	5.70	5.50	69.23076923076923	36.36363636363637	1050	850
23	9	4	5.70	5.50	69.23076923076923	36.36363636363637	1100	850
24	9	4	5.70	5.50	69.23076923076923	36.36363636363637	1150	850
25	9	4	5.70	5.50	69.23076923076923	36.36363636363637	1200	850
26	9	4	5.70	5.50	69.23076923076923	36.36363636363637	600	900
27	9	4	5.70	5.50	69.23076923076923	36.36363636363637	650	900
28	9	4	5.70	5.50	69.23076923076923	36.36363636363637	700	900
29	9	4	5.70	5.50	69.23076923076923	36.36363636363637	750	900
30	9	4	5.70	5.50	69.23076923076923	36.36363636363637	800	900
31	10	4	5.39	5.00	76.92307692307692	36.36363636363637	850	900
32	10	4	5.39	5.00	76.92307692307692	36.36363636363637	900	900
33	10	4	5.39	5.00	76.92307692307692	36.36363636363637	950	900
34	10	4	5.39	5.00	76.92307692307692	36.36363636363637	1000	900
35	10	4	5.39	5.00	76.92307692307692	36.36363636363637	1050	900
36	10	4	5.39	5.00	76.92307692307692	36.36363636363637	1100	900
37	10	4	5.39	5.00	76.92307692307692	36.36363636363637	1150	900
38	10	4	5.39	5.00	76.92307692307692	36.36363636363637	1200	900
39	9	4	5.70	5.50	69.23076923076923	36.36363636363637	600	950
40	9	4	5.70	5.50	69.23076923076923	36.36363636363637	650	950
41	9	4	5.70	5.50	69.23076923076923	36.36363636363637	700	950
42	9	4	5.70	5.50	69.23076923076923	36.36363636363637	750	950
43	9	4	5.70	5.50	69.23076923076923	36.36363636363637	800	950
44	10	4	5.39	5.00	76.92307692307692	36.36363636363637	850	950
45	10	4	5.39	5.00	76.92307692307692	36.36363636363637	900	950
46	10	4	5.39	5.00	76.92307692307692	36.36363636363637	950	950
47	10	4	5.39	5.00	76.92307692307692	36.36363636363637	1000	950
48	10	4	5.39	5.00	76.92307692307692	36.36363636363637	1050	950
49	10	4	5.39	5.00	76.92307692307692	36.36363636363637	1100	950
50	10	4	5.39	5.00	76.92307692307692	36.36363636363637	1150	950
51	10	4	5.39	5.00	76.92307692307692	36.36363636363637	1200	950
52	9	4	5.70	5.50	69.23076923076923	36.36363636363637	600	1000
53	9	4	5.70	5.50	69.23076923076923	36.36363636363637	650	1000
54	9	4	5.70	5.50	69.23076923076923	36.36363636363637	700	1000
55	9	5	5.10	5.00	69.23076923076923	45.45454545454546	750	1000
56	9	5	5.10	5.00	69.23076923076923	45.45454545454546	800	1000
57	10	5	4.74	4.50	76.92307692307692	45.45454545454546	850	1000
58	10	5	4.74	4.50	76.92307692307692	45.45454545454546	900	1000
59	10	5	4.74	4.50	76.92307692307692	45.45454545454546	950	1000
60	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1000	1000
61	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1050	1000
62	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1100	1000
63	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1150	1000
64	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1200	1000
65	9	4	5.70	5.50	69.23076923076923	36.36363636363637	600	1050
66	9	4	5.70	5.50	69.23076923076923	36.36363636363637	650	1050
67	9	4	5.70	5.50	69.23076923076923	36.36363636363637	700	1050
68	9	5	5.10	5.00	69.23076923076923	45.45454545454546	750	1050
69	9	5	5.10	5.00	69.23076923076923	45.45454545454546	800	1050
70	10	5	4.74	4.50	76.92307692307692	45.45454545454546	850	1050
71	10	5	4.74	4.50	76.92307692307692	45.45454545454546	900	1050
72	10	5	4.74	4.50	76.92307692307692	45.45454545454546	950	1050
73	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1000	1050
74	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1050	1050
75	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1100	1050
76	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1150	1050
77	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1200	1050
78	9	4	5.70	5.50	69.23076923076923	36.36363636363637	600	1100
79	9	4	5.70	5.50	69.23076923076923	36.36363636363637	650	1100
80	9	4	5.70	5.50	69.23076923076923	36.36363636363637	700	1100
81	9	5	5.10	5.00	69.23076923076923	45.45454545454546	750	1100
82	9	5	5.10	5.00	69.23076923076923	45.45454545454546	800	1100
83	10	5	4.74	4.50	76.92307692307692	45.45454545454546	850	1100
84	10	5	4.74	4.50	76.92307692307692	45.45454545454546	900	1100
85	10	5	4.74	4.50	76.92307692307692	45.45454545454546	950	1100
86	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1000	1100
87	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1050	1100
88	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1100	1100
89	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1150	1100
90	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1200	1100
91	9	4	5.70	5.50	69.23076923076923	36.36363636363637	600	1150
92	9	4	5.70	5.50	69.23076923076923	36.36363636363637	650	1150
93	9	4	5.70	5.50	69.23076923076923	36.36363636363637	700	1150
94	9	5	5.10	5.00	69.23076923076923	45.45454545454546	750	1150
95	9	5	5.10	5.00	69.23076923076923	45.45454545454546	800	1150
96	10	5	4.74	4.50	76.92307692307692	45.45454545454546	850	1150
97	10	5	4.74	4.50	76.92307692307692	45.45454545454546	900	1150
98	10	5	4.74	4.50	76.92307692307692	45.45454545454546	950	1150
99	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1000	1150
100	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1050	1150
101	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1100	1150
102	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1150	1150
103	10	5	4.74	4.50	76.92307692307692	45.45454545454546	1200	1150
104	9	4	5.70	5.50	69.23076923076923	36.36363636363637	600	1200
105	9	4	5.70	5.50	69.23076923076923	36.36363636363637	650	1200
106	9	4	5.70	5.50	69.23076923076923	36.36363636363637	700	1200
107	9	5	5.10	5.00	69.23076923076923	45.45454545454546	750	1200
