	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	7	6	10	13	2.24	2.00	85.71428571428572	70.0	3	800
1	7	6	10	13	2.24	2.00	85.71428571428572	70.0	4	800
2	7	6	10	12	1.58	1.50	85.71428571428572	80.0	5	800
3	7	4	10	10	2.12	1.50	57.142857142857146	100.0	6	800
4	7	3	10	8	3.16	3.00	42.85714285714286	80.0	7	800
5	7	6	10	13	2.24	2.00	85.71428571428572	70.0	3	850
6	7	6	10	13	2.24	2.00	85.71428571428572	70.0	4	850
7	7	6	10	12	1.58	1.50	85.71428571428572	80.0	5	850
8	7	4	10	10	2.12	1.50	57.142857142857146	100.0	6	850
9	7	3	10	8	3.16	3.00	42.85714285714286	80.0	7	850
10	7	6	10	13	2.24	2.00	85.71428571428572	70.0	3	900
11	7	6	10	13	2.24	2.00	85.71428571428572	70.0	4	900
12	7	6	10	12	1.58	1.50	85.71428571428572	80.0	5	900
13	7	4	10	10	2.12	1.50	57.142857142857146	100.0	6	900
14	7	3	10	8	3.16	3.00	42.85714285714286	80.0	7	900
15	7	6	10	13	2.24	2.00	85.71428571428572	70.0	3	950
16	7	6	10	13	2.24	2.00	85.71428571428572	70.0	4	950
17	7	6	10	12	1.58	1.50	85.71428571428572	80.0	5	950
18	7	4	10	10	2.12	1.50	57.142857142857146	100.0	6	950
19	7	3	10	8	3.16	3.00	42.85714285714286	80.0	7	950
20	7	6	10	13	2.24	2.00	85.71428571428572	70.0	3	1000
21	7	6	10	13	2.24	2.00	85.71428571428572	70.0	4	1000
22	7	6	10	12	1.58	1.50	85.71428571428572	80.0	5	1000
23	7	4	10	10	2.12	1.50	57.142857142857146	100.0	6	1000
24	7	3	10	8	3.16	3.00	42.85714285714286	80.0	7	1000
25	7	6	10	14	2.92	2.50	85.71428571428572	60.0	3	1050
26	7	6	10	14	2.92	2.50	85.71428571428572	60.0	4	1050
27	7	6	10	13	2.24	2.00	85.71428571428572	70.0	5	1050
28	7	4	10	11	2.24	2.00	57.142857142857146	90.0	6	1050
29	7	3	10	9	2.92	2.50	42.85714285714286	90.0	7	1050
30	7	6	10	14	2.92	2.50	85.71428571428572	60.0	3	1100
31	7	6	10	14	2.92	2.50	85.71428571428572	60.0	4	1100
32	7	6	10	13	2.24	2.00	85.71428571428572	70.0	5	1100
33	7	4	10	11	2.24	2.00	57.142857142857146	90.0	6	1100
34	7	3	10	9	2.92	2.50	42.85714285714286	90.0	7	1100
35	7	6	10	14	2.92	2.50	85.71428571428572	60.0	3	1150
36	7	6	10	14	2.92	2.50	85.71428571428572	60.0	4	1150
37	7	6	10	13	2.24	2.00	85.71428571428572	70.0	5	1150
38	7	4	10	11	2.24	2.00	57.142857142857146	90.0	6	1150
39	7	3	10	9	2.92	2.50	42.85714285714286	90.0	7	1150
40	7	6	10	14	2.92	2.50	85.71428571428572	60.0	3	1200
41	7	6	10	14	2.92	2.50	85.71428571428572	60.0	4	1200
42	7	6	10	13	2.24	2.00	85.71428571428572	70.0	5	1200
43	7	4	10	11	2.24	2.00	57.142857142857146	90.0	6	1200
44	7	3	10	9	2.92	2.50	42.85714285714286	90.0	7	1200
45	7	6	10	14	2.92	2.50	85.71428571428572	60.0	3	1250
46	7	6	10	14	2.92	2.50	85.71428571428572	60.0	4	1250
47	7	6	10	13	2.24	2.00	85.71428571428572	70.0	5	1250
48	7	4	10	11	2.24	2.00	57.142857142857146	90.0	6	1250
49	7	3	10	9	2.92	2.50	42.85714285714286	90.0	7	1250
