	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	11	10	13	15	1.58	1.50	90.9090909090909	84.61538461538461	3	800
1	11	10	13	15	1.58	1.50	90.9090909090909	84.61538461538461	4	800
2	11	10	13	13	0.71	0.50	90.9090909090909	100.0	5	800
3	11	9	13	12	1.58	1.50	81.81818181818181	92.3076923076923	6	800
4	11	6	13	9	4.53	4.50	54.54545454545455	69.23076923076923	7	800
5	11	10	13	15	1.58	1.50	90.9090909090909	84.61538461538461	3	850
6	11	10	13	15	1.58	1.50	90.9090909090909	84.61538461538461	4	850
7	11	10	13	13	0.71	0.50	90.9090909090909	100.0	5	850
8	11	9	13	12	1.58	1.50	81.81818181818181	92.3076923076923	6	850
9	11	6	13	9	4.53	4.50	54.54545454545455	69.23076923076923	7	850
10	11	10	13	15	1.58	1.50	90.9090909090909	84.61538461538461	3	900
11	11	10	13	15	1.58	1.50	90.9090909090909	84.61538461538461	4	900
12	11	10	13	13	0.71	0.50	90.9090909090909	100.0	5	900
13	11	9	13	12	1.58	1.50	81.81818181818181	92.3076923076923	6	900
14	11	6	13	9	4.53	4.50	54.54545454545455	69.23076923076923	7	900
15	11	11	13	15	1.41	1.00	100.0	84.61538461538461	3	950
16	11	11	13	15	1.41	1.00	100.0	84.61538461538461	4	950
17	11	10	13	13	0.71	0.50	90.9090909090909	100.0	5	950
18	11	9	13	12	1.58	1.50	81.81818181818181	92.3076923076923	6	950
19	11	6	13	9	4.53	4.50	54.54545454545455	69.23076923076923	7	950
20	11	11	13	16	2.12	1.50	100.0	76.92307692307692	3	1000
21	11	11	13	15	1.41	1.00	100.0	84.61538461538461	4	1000
22	11	10	13	13	0.71	0.50	90.9090909090909	100.0	5	1000
23	11	9	13	12	1.58	1.50	81.81818181818181	92.3076923076923	6	1000
24	11	6	13	9	4.53	4.50	54.54545454545455	69.23076923076923	7	1000
25	11	11	13	16	2.12	1.50	100.0	76.92307692307692	3	1050
26	11	11	13	15	1.41	1.00	100.0	84.61538461538461	4	1050
27	11	10	13	13	0.71	0.50	90.9090909090909	100.0	5	1050
28	11	9	13	12	1.58	1.50	81.81818181818181	92.3076923076923	6	1050
29	11	6	13	9	4.53	4.50	54.54545454545455	69.23076923076923	7	1050
30	11	11	13	17	2.83	2.00	100.0	69.23076923076923	3	1100
31	11	11	13	16	2.12	1.50	100.0	76.92307692307692	4	1100
32	11	10	13	13	0.71	0.50	90.9090909090909	100.0	5	1100
33	11	9	13	12	1.58	1.50	81.81818181818181	92.3076923076923	6	1100
34	11	6	13	9	4.53	4.50	54.54545454545455	69.23076923076923	7	1100
35	11	11	13	18	3.54	2.50	100.0	61.53846153846153	3	1150
36	11	11	13	16	2.12	1.50	100.0	76.92307692307692	4	1150
37	11	10	13	13	0.71	0.50	90.9090909090909	100.0	5	1150
38	11	9	13	12	1.58	1.50	81.81818181818181	92.3076923076923	6	1150
39	11	6	13	9	4.53	4.50	54.54545454545455	69.23076923076923	7	1150
40	11	11	13	18	3.54	2.50	100.0	61.53846153846153	3	1200
41	11	11	13	16	2.12	1.50	100.0	76.92307692307692	4	1200
42	11	10	13	13	0.71	0.50	90.9090909090909	100.0	5	1200
43	11	9	13	12	1.58	1.50	81.81818181818181	92.3076923076923	6	1200
44	11	6	13	9	4.53	4.50	54.54545454545455	69.23076923076923	7	1200
45	11	11	13	18	3.54	2.50	100.0	61.53846153846153	3	1250
46	11	11	13	16	2.12	1.50	100.0	76.92307692307692	4	1250
47	11	10	13	13	0.71	0.50	90.9090909090909	100.0	5	1250
48	11	9	13	12	1.58	1.50	81.81818181818181	92.3076923076923	6	1250
49	11	6	13	9	4.53	4.50	54.54545454545455	69.23076923076923	7	1250
