	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	4	6	9	9	1.41	1.00	50.0	100.0	3	800
1	4	5	9	6	2.24	2.00	75.0	66.66666666666667	4	800
2	4	5	9	6	2.24	2.00	75.0	66.66666666666667	5	800
3	4	5	9	6	2.24	2.00	75.0	66.66666666666667	6	800
4	4	3	9	4	3.61	3.00	75.0	44.44444444444444	7	800
5	4	7	9	9	2.12	1.50	25.0	100.0	3	850
6	4	6	9	6	2.55	2.50	50.0	66.66666666666667	4	850
7	4	6	9	6	2.55	2.50	50.0	66.66666666666667	5	850
8	4	6	9	6	2.55	2.50	50.0	66.66666666666667	6	850
9	4	3	9	4	3.61	3.00	75.0	44.44444444444444	7	850
10	4	7	9	10	2.24	2.00	25.0	88.88888888888889	3	900
11	4	6	9	6	2.55	2.50	50.0	66.66666666666667	4	900
12	4	6	9	6	2.55	2.50	50.0	66.66666666666667	5	900
13	4	6	9	6	2.55	2.50	50.0	66.66666666666667	6	900
14	4	3	9	4	3.61	3.00	75.0	44.44444444444444	7	900
15	4	7	9	10	2.24	2.00	25.0	88.88888888888889	3	950
16	4	6	9	6	2.55	2.50	50.0	66.66666666666667	4	950
17	4	6	9	6	2.55	2.50	50.0	66.66666666666667	5	950
18	4	6	9	6	2.55	2.50	50.0	66.66666666666667	6	950
19	4	3	9	4	3.61	3.00	75.0	44.44444444444444	7	950
20	4	7	9	10	2.24	2.00	25.0	88.88888888888889	3	1000
21	4	6	9	6	2.55	2.50	50.0	66.66666666666667	4	1000
22	4	6	9	6	2.55	2.50	50.0	66.66666666666667	5	1000
23	4	6	9	6	2.55	2.50	50.0	66.66666666666667	6	1000
24	4	3	9	4	3.61	3.00	75.0	44.44444444444444	7	1000
25	4	9	9	11	3.81	3.50	-25.0	77.77777777777777	3	1050
26	4	7	9	7	2.55	2.50	25.0	77.77777777777777	4	1050
27	4	7	9	7	2.55	2.50	25.0	77.77777777777777	5	1050
28	4	7	9	7	2.55	2.50	25.0	77.77777777777777	6	1050
29	4	4	9	5	2.83	2.00	100.0	55.55555555555556	7	1050
30	4	9	9	11	3.81	3.50	-25.0	77.77777777777777	3	1100
31	4	7	9	7	2.55	2.50	25.0	77.77777777777777	4	1100
32	4	7	9	7	2.55	2.50	25.0	77.77777777777777	5	1100
33	4	7	9	7	2.55	2.50	25.0	77.77777777777777	6	1100
34	4	4	9	5	2.83	2.00	100.0	55.55555555555556	7	1100
35	4	9	9	11	3.81	3.50	-25.0	77.77777777777777	3	1150
36	4	7	9	7	2.55	2.50	25.0	77.77777777777777	4	1150
37	4	7	9	7	2.55	2.50	25.0	77.77777777777777	5	1150
38	4	7	9	7	2.55	2.50	25.0	77.77777777777777	6	1150
39	4	4	9	5	2.83	2.00	100.0	55.55555555555556	7	1150
40	4	9	9	11	3.81	3.50	-25.0	77.77777777777777	3	1200
41	4	7	9	7	2.55	2.50	25.0	77.77777777777777	4	1200
42	4	7	9	7	2.55	2.50	25.0	77.77777777777777	5	1200
43	4	7	9	7	2.55	2.50	25.0	77.77777777777777	6	1200
44	4	4	9	5	2.83	2.00	100.0	55.55555555555556	7	1200
45	4	9	9	11	3.81	3.50	-25.0	77.77777777777777	3	1250
46	4	7	9	7	2.55	2.50	25.0	77.77777777777777	4	1250
47	4	7	9	7	2.55	2.50	25.0	77.77777777777777	5	1250
48	4	7	9	7	2.55	2.50	25.0	77.77777777777777	6	1250
49	4	4	9	5	2.83	2.00	100.0	55.55555555555556	7	1250
