	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	9	3	6	4	4.47	4.00	33.33333333333334	66.66666666666667	800	900
1	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	850	900
2	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	900	900
3	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	950	900
4	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	1000	900
5	9	3	6	4	4.47	4.00	33.33333333333334	66.66666666666667	800	950
6	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	850	950
7	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	900	950
8	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	950	950
9	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	1000	950
10	9	3	6	4	4.47	4.00	33.33333333333334	66.66666666666667	800	1000
11	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	850	1000
12	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	900	1000
13	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	950	1000
14	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	1000	1000
15	9	3	6	4	4.47	4.00	33.33333333333334	66.66666666666667	800	1050
16	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	850	1050
17	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	900	1050
18	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	950	1050
19	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	1000	1050
20	9	3	6	4	4.47	4.00	33.33333333333334	66.66666666666667	800	1100
21	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	850	1100
22	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	900	1100
23	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	950	1100
24	9	3	6	5	4.30	3.50	33.33333333333334	83.33333333333334	1000	1100
