	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	1	1	0	0	0.00	0.00	NaN	NaN	3	800
1	1	1	0	0	0.00	0.00	NaN	NaN	4	800
2	1	1	0	0	0.00	0.00	NaN	NaN	5	800
3	1	1	0	0	0.00	0.00	NaN	NaN	6	800
4	1	0	0	0	0.71	0.50	NaN	NaN	7	800
5	1	1	0	0	0.00	0.00	NaN	NaN	3	850
6	1	1	0	0	0.00	0.00	NaN	NaN	4	850
7	1	1	0	0	0.00	0.00	NaN	NaN	5	850
8	1	1	0	0	0.00	0.00	NaN	NaN	6	850
9	1	0	0	0	0.71	0.50	NaN	NaN	7	850
10	1	1	0	0	0.00	0.00	NaN	NaN	3	900
11	1	1	0	0	0.00	0.00	NaN	NaN	4	900
12	1	1	0	0	0.00	0.00	NaN	NaN	5	900
13	1	1	0	0	0.00	0.00	NaN	NaN	6	900
14	1	0	0	0	0.71	0.50	NaN	NaN	7	900
15	1	1	0	0	0.00	0.00	NaN	NaN	3	950
16	1	1	0	0	0.00	0.00	NaN	NaN	4	950
17	1	1	0	0	0.00	0.00	NaN	NaN	5	950
18	1	1	0	0	0.00	0.00	NaN	NaN	6	950
19	1	0	0	0	0.71	0.50	NaN	NaN	7	950
20	1	1	0	0	0.00	0.00	NaN	NaN	3	1000
21	1	1	0	0	0.00	0.00	NaN	NaN	4	1000
22	1	1	0	0	0.00	0.00	NaN	NaN	5	1000
23	1	1	0	0	0.00	0.00	NaN	NaN	6	1000
24	1	0	0	0	0.71	0.50	NaN	NaN	7	1000
25	1	1	0	0	0.00	0.00	NaN	NaN	3	1050
26	1	1	0	0	0.00	0.00	NaN	NaN	4	1050
27	1	1	0	0	0.00	0.00	NaN	NaN	5	1050
28	1	1	0	0	0.00	0.00	NaN	NaN	6	1050
29	1	0	0	0	0.71	0.50	NaN	NaN	7	1050
30	1	1	0	0	0.00	0.00	NaN	NaN	3	1100
31	1	1	0	0	0.00	0.00	NaN	NaN	4	1100
32	1	1	0	0	0.00	0.00	NaN	NaN	5	1100
33	1	1	0	0	0.00	0.00	NaN	NaN	6	1100
34	1	0	0	0	0.71	0.50	NaN	NaN	7	1100
35	1	1	0	0	0.00	0.00	NaN	NaN	3	1150
36	1	1	0	0	0.00	0.00	NaN	NaN	4	1150
37	1	1	0	0	0.00	0.00	NaN	NaN	5	1150
38	1	1	0	0	0.00	0.00	NaN	NaN	6	1150
39	1	0	0	0	0.71	0.50	NaN	NaN	7	1150
