	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	5	1	4	5	2.92	2.50	20.0	75.0	3	800
1	5	1	4	5	2.92	2.50	20.0	75.0	4	800
2	5	1	4	5	2.92	2.50	20.0	75.0	5	800
3	5	1	4	5	2.92	2.50	20.0	75.0	6	800
4	5	0	4	4	3.54	2.50	0.0	100.0	7	800
5	5	1	4	5	2.92	2.50	20.0	75.0	3	850
6	5	1	4	5	2.92	2.50	20.0	75.0	4	850
7	5	1	4	5	2.92	2.50	20.0	75.0	5	850
8	5	1	4	5	2.92	2.50	20.0	75.0	6	850
9	5	0	4	4	3.54	2.50	0.0	100.0	7	850
10	5	1	4	6	3.16	3.00	20.0	50.0	3	900
11	5	1	4	6	3.16	3.00	20.0	50.0	4	900
12	5	1	4	6	3.16	3.00	20.0	50.0	5	900
13	5	1	4	6	3.16	3.00	20.0	50.0	6	900
14	5	0	4	5	3.61	3.00	0.0	75.0	7	900
15	5	1	4	6	3.16	3.00	20.0	50.0	3	950
16	5	1	4	6	3.16	3.00	20.0	50.0	4	950
17	5	1	4	6	3.16	3.00	20.0	50.0	5	950
18	5	1	4	6	3.16	3.00	20.0	50.0	6	950
19	5	0	4	5	3.61	3.00	0.0	75.0	7	950
20	5	1	4	6	3.16	3.00	20.0	50.0	3	1000
21	5	1	4	6	3.16	3.00	20.0	50.0	4	1000
22	5	1	4	6	3.16	3.00	20.0	50.0	5	1000
23	5	1	4	6	3.16	3.00	20.0	50.0	6	1000
24	5	0	4	5	3.61	3.00	0.0	75.0	7	1000
25	5	1	4	6	3.16	3.00	20.0	50.0	3	1050
26	5	1	4	6	3.16	3.00	20.0	50.0	4	1050
27	5	1	4	6	3.16	3.00	20.0	50.0	5	1050
28	5	1	4	6	3.16	3.00	20.0	50.0	6	1050
29	5	0	4	5	3.61	3.00	0.0	75.0	7	1050
30	5	1	4	6	3.16	3.00	20.0	50.0	3	1100
31	5	1	4	6	3.16	3.00	20.0	50.0	4	1100
32	5	1	4	6	3.16	3.00	20.0	50.0	5	1100
33	5	1	4	6	3.16	3.00	20.0	50.0	6	1100
34	5	0	4	5	3.61	3.00	0.0	75.0	7	1100
35	5	1	4	6	3.16	3.00	20.0	50.0	3	1150
36	5	1	4	6	3.16	3.00	20.0	50.0	4	1150
37	5	1	4	6	3.16	3.00	20.0	50.0	5	1150
38	5	1	4	6	3.16	3.00	20.0	50.0	6	1150
39	5	0	4	5	3.61	3.00	0.0	75.0	7	1150
