32;31;29.50;29.50;-1400.0;-1350.0;20;1000
28;28;26.00;26.00;-1200.0;-1200.0;21;1000
26;27;24.51;24.50;-1100.0;-1150.0;22;1000
22;20;19.03;19.00;-900.0;-800.0;23;1000
12;11;9.51;9.50;-400.0;-350.0;24;1000
11;10;8.51;8.50;-350.0;-300.0;25;1000
11;10;8.51;8.50;-350.0;-300.0;26;1000
10;9;7.52;7.50;-300.0;-250.0;27;1000
9;9;7.00;7.00;-250.0;-250.0;28;1000
9;9;7.00;7.00;-250.0;-250.0;29;1000
9;9;7.00;7.00;-250.0;-250.0;30;1000
34;31;30.54;30.50;-1500.0;-1350.0;20;1050
30;28;27.02;27.00;-1300.0;-1200.0;21;1050
9;9;7.00;7.00;-250.0;-250.0;30;1000
8;8;6.00;6.00;-200.0;-200.0;31;1000
8;8;6.00;6.00;-200.0;-200.0;32;1000
7;6;4.53;4.50;-150.0;-100.0;33;1000
7;6;4.53;4.50;-150.0;-100.0;34;1000
6;5;3.54;3.50;-100.0;-50.0;35;1000
6;5;3.54;3.50;-100.0;-50.0;36;1000
6;5;3.54;3.50;-100.0;-50.0;37;1000
6;5;3.54;3.50;-100.0;-50.0;38;1000
6;5;3.54;3.50;-100.0;-50.0;39;1000
6;4;3.16;3.00;-100.0;0.0;40;1000
10;9;7.52;7.50;-300.0;-250.0;30;1050
9;8;6.52;6.50;-250.0;-200.0;31;1050
9;8;6.52;6.50;-250.0;-200.0;32;1050
8;6;5.10;5.00;-200.0;-100.0;33;1050
8;6;5.10;5.00;-200.0;-100.0;34;1050
7;5;4.12;4.00;-150.0;-50.0;35;1050
7;5;4.12;4.00;-150.0;-50.0;36;1050
7;5;4.12;4.00;-150.0;-50.0;37;1050
7;5;4.12;4.00;-150.0;-50.0;38;1050
7;5;4.12;4.00;-150.0;-50.0;39;1050
7;4;3.81;3.50;-150.0;0.0;40;1050
10;9;7.52;7.50;-300.0;-250.0;30;1100
9;8;6.52;6.50;-250.0;-200.0;31;1100
9;8;6.52;6.50;-250.0;-200.0;32;1100
8;6;5.10;5.00;-200.0;-100.0;33;1100
8;6;5.10;5.00;-200.0;-100.0;34;1100
7;5;4.12;4.00;-150.0;-50.0;35;1100
7;5;4.12;4.00;-150.0;-50.0;36;1100
7;5;4.12;4.00;-150.0;-50.0;37;1100
7;5;4.12;4.00;-150.0;-50.0;38;1100
7;5;4.12;4.00;-150.0;-50.0;39;1100
7;4;3.81;3.50;-150.0;0.0;40;1100
10;9;7.52;7.50;-300.0;-250.0;30;1150
9;8;6.52;6.50;-250.0;-200.0;31;1150
9;8;6.52;6.50;-250.0;-200.0;32;1150
8;6;5.10;5.00;-200.0;-100.0;33;1150
8;6;5.10;5.00;-200.0;-100.0;34;1150
7;5;4.12;4.00;-150.0;-50.0;35;1150
7;5;4.12;4.00;-150.0;-50.0;36;1150
7;5;4.12;4.00;-150.0;-50.0;37;1150
7;5;4.12;4.00;-150.0;-50.0;38;1150
7;5;4.12;4.00;-150.0;-50.0;39;1150
7;4;3.81;3.50;-150.0;0.0;40;1150
10;9;7.52;7.50;-300.0;-250.0;30;1200
9;8;6.52;6.50;-250.0;-200.0;31;1200
9;8;6.52;6.50;-250.0;-200.0;32;1200
8;6;5.10;5.00;-200.0;-100.0;33;1200
8;6;5.10;5.00;-200.0;-100.0;34;1200
7;5;4.12;4.00;-150.0;-50.0;35;1200
7;5;4.12;4.00;-150.0;-50.0;36;1200
7;5;4.12;4.00;-150.0;-50.0;37;1200
7;5;4.12;4.00;-150.0;-50.0;38;1200
7;5;4.12;4.00;-150.0;-50.0;39;1200
7;4;3.81;3.50;-150.0;0.0;40;1200
6;4;3.16;3.00;-100.0;0.0;40;1000
6;4;3.16;3.00;-100.0;0.0;41;1000
5;4;2.55;2.50;-50.0;0.0;42;1000
5;4;2.55;2.50;-50.0;0.0;43;1000
5;4;2.55;2.50;-50.0;0.0;44;1000
5;3;2.24;2.00;-50.0;50.0;45;1000
5;3;2.24;2.00;-50.0;50.0;46;1000
5;3;2.24;2.00;-50.0;50.0;47;1000
5;3;2.24;2.00;-50.0;50.0;48;1000
4;2;1.41;1.00;0.0;100.0;49;1000
3;2;0.71;0.50;50.0;100.0;50;1000
7;4;3.81;3.50;-150.0;0.0;40;1050
7;4;3.81;3.50;-150.0;0.0;41;1050
6;4;3.16;3.00;-100.0;0.0;42;1050
6;4;3.16;3.00;-100.0;0.0;43;1050
6;4;3.16;3.00;-100.0;0.0;44;1050
6;3;2.92;2.50;-100.0;50.0;45;1050
6;3;2.92;2.50;-100.0;50.0;46;1050
6;3;2.92;2.50;-100.0;50.0;47;1050
6;3;2.92;2.50;-100.0;50.0;48;1050
5;2;2.12;1.50;-50.0;100.0;49;1050
3;2;0.71;0.50;50.0;100.0;50;1050
7;4;3.81;3.50;-150.0;0.0;40;1100
7;4;3.81;3.50;-150.0;0.0;41;1100
7;4;3.81;3.50;-150.0;0.0;42;1100
7;4;3.81;3.50;-150.0;0.0;43;1100
7;4;3.81;3.50;-150.0;0.0;44;1100
7;3;3.61;3.00;-150.0;50.0;45;1100
7;3;3.61;3.00;-150.0;50.0;46;1100
7;3;3.61;3.00;-150.0;50.0;47;1100
7;3;3.61;3.00;-150.0;50.0;48;1100
6;2;2.83;2.00;-100.0;100.0;49;1100
4;2;1.41;1.00;0.0;100.0;50;1100
7;4;3.81;3.50;-150.0;0.0;40;1150
7;4;3.81;3.50;-150.0;0.0;41;1150
7;4;3.81;3.50;-150.0;0.0;42;1150
7;4;3.81;3.50;-150.0;0.0;43;1150
