	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	2	1	2	2	0.71	0.50	50.0	100.0	950	950
1	2	1	2	2	0.71	0.50	50.0	100.0	1000	950
2	2	1	2	2	0.71	0.50	50.0	100.0	1050	950
3	2	2	2	2	0.00	0.00	100.0	100.0	1100	950
4	2	2	2	2	0.00	0.00	100.0	100.0	1150	950
5	2	2	2	2	0.00	0.00	100.0	100.0	1200	950
6	2	1	2	2	0.71	0.50	50.0	100.0	950	1000
7	2	1	2	2	0.71	0.50	50.0	100.0	1000	1000
8	2	1	2	2	0.71	0.50	50.0	100.0	1050	1000
9	2	2	2	2	0.00	0.00	100.0	100.0	1100	1000
10	2	2	2	2	0.00	0.00	100.0	100.0	1150	1000
11	2	2	2	2	0.00	0.00	100.0	100.0	1200	1000
12	2	1	2	2	0.71	0.50	50.0	100.0	950	1050
13	2	1	2	2	0.71	0.50	50.0	100.0	1000	1050
14	2	1	2	2	0.71	0.50	50.0	100.0	1050	1050
15	2	2	2	2	0.00	0.00	100.0	100.0	1100	1050
16	2	2	2	2	0.00	0.00	100.0	100.0	1150	1050
17	2	2	2	2	0.00	0.00	100.0	100.0	1200	1050
18	2	1	2	2	0.71	0.50	50.0	100.0	950	1100
19	2	1	2	2	0.71	0.50	50.0	100.0	1000	1100
20	2	1	2	2	0.71	0.50	50.0	100.0	1050	1100
21	2	2	2	2	0.00	0.00	100.0	100.0	1100	1100
22	2	2	2	2	0.00	0.00	100.0	100.0	1150	1100
23	2	2	2	2	0.00	0.00	100.0	100.0	1200	1100
24	2	1	2	2	0.71	0.50	50.0	100.0	950	1150
25	2	1	2	2	0.71	0.50	50.0	100.0	1000	1150
26	2	1	2	2	0.71	0.50	50.0	100.0	1050	1150
27	2	2	2	2	0.00	0.00	100.0	100.0	1100	1150
28	2	2	2	2	0.00	0.00	100.0	100.0	1150	1150
29	2	2	2	2	0.00	0.00	100.0	100.0	1200	1150
30	2	1	2	2	0.71	0.50	50.0	100.0	950	1200
31	2	1	2	2	0.71	0.50	50.0	100.0	1000	1200
32	2	1	2	2	0.71	0.50	50.0	100.0	1050	1200
33	2	2	2	2	0.00	0.00	100.0	100.0	1100	1200
34	2	2	2	2	0.00	0.00	100.0	100.0	1150	1200
35	2	2	2	2	0.00	0.00	100.0	100.0	1200	1200
