,TIME,REAL IN,IN,REAL OUT,OUT,RMSE,MAE,ACC. IN,ACC.OUT
0,12_23,3,7,2,13,8.28,7.50,-33.333333333333314,-450.0
"['12_28', 3, 6, 4, 14, '7.38', '6.50', 0.0, -150.0]"
