	IN	OUT	RMSE	MAE	span	delta
72	1	1	2.00	2.00	600	1000
73	1	1	2.00	2.00	650	1000
74	1	1	2.00	2.00	700	1000
75	1	2	1.58	1.50	750	1000
76	1	2	1.58	1.50	800	1000
77	1	2	1.58	1.50	850	1000
78	1	2	1.58	1.50	900	1000
79	1	2	1.58	1.50	950	1000
80	1	2	1.58	1.50	1000	1000
81	1	2	1.58	1.50	1050	1000
82	1	2	1.58	1.50	1100	1000
83	1	2	1.58	1.50	1150	1000
84	1	2	1.58	1.50	1200	1000
85	1	1	2.00	2.00	400	1050
86	1	1	2.00	2.00	450	1050
87	1	1	2.00	2.00	500	1050
88	1	1	2.00	2.00	550	1050
89	1	1	2.00	2.00	600	1050
90	1	1	2.00	2.00	650	1050
91	1	1	2.00	2.00	700	1050
92	1	2	1.58	1.50	750	1050
93	1	2	1.58	1.50	800	1050
94	1	2	1.58	1.50	850	1050
95	1	2	1.58	1.50	900	1050
96	1	2	1.58	1.50	950	1050
97	1	2	1.58	1.50	1000	1050
98	1	2	1.58	1.50	1050	1050
99	1	2	1.58	1.50	1100	1050
100	1	2	1.58	1.50	1150	1050
101	1	2	1.58	1.50	1200	1050
102	1	1	2.00	2.00	400	1100
103	1	1	2.00	2.00	450	1100
104	1	1	2.00	2.00	500	1100
105	1	1	2.00	2.00	550	1100
106	1	1	2.00	2.00	600	1100
107	1	1	2.00	2.00	650	1100
108	1	1	2.00	2.00	700	1100
109	1	2	1.58	1.50	750	1100
110	1	2	1.58	1.50	800	1100
111	1	2	1.58	1.50	850	1100
112	1	2	1.58	1.50	900	1100
113	1	2	1.58	1.50	950	1100
114	1	2	1.58	1.50	1000	1100
115	1	2	1.58	1.50	1050	1100
116	1	2	1.58	1.50	1100	1100
117	1	2	1.58	1.50	1150	1100
118	1	2	1.58	1.50	1200	1100
119	1	1	2.00	2.00	400	1150
120	1	1	2.00	2.00	450	1150
121	1	1	2.00	2.00	500	1150
122	1	1	2.00	2.00	550	1150
123	1	1	2.00	2.00	600	1150
124	1	1	2.00	2.00	650	1150
125	1	1	2.00	2.00	700	1150
126	1	2	1.58	1.50	750	1150
127	1	2	1.58	1.50	800	1150
128	1	2	1.58	1.50	850	1150
129	1	2	1.58	1.50	900	1150
130	1	2	1.58	1.50	950	1150
131	1	2	1.58	1.50	1000	1150
132	1	2	1.58	1.50	1050	1150
133	1	2	1.58	1.50	1100	1150
134	1	2	1.58	1.50	1150	1150
135	1	2	1.58	1.50	1200	1150
136	1	1	2.00	2.00	400	1200
137	1	1	2.00	2.00	450	1200
138	1	1	2.00	2.00	500	1200
139	1	1	2.00	2.00	550	1200
140	1	1	2.00	2.00	600	1200
141	1	1	2.00	2.00	650	1200
142	1	1	2.00	2.00	700	1200
143	1	2	1.58	1.50	750	1200
144	1	2	1.58	1.50	800	1200
145	1	2	1.58	1.50	850	1200
146	1	2	1.58	1.50	900	1200
147	1	2	1.58	1.50	950	1200
148	1	2	1.58	1.50	1000	1200
149	1	2	1.58	1.50	1050	1200
150	1	2	1.58	1.50	1100	1200
151	1	2	1.58	1.50	1150	1200
152	1	2	1.58	1.50	1200	1200
153	1	1	2.00	2.00	400	1250
154	1	1	2.00	2.00	450	1250
155	1	1	2.00	2.00	500	1250
156	1	1	2.00	2.00	550	1250
157	1	1	2.00	2.00	600	1250
158	1	1	2.00	2.00	650	1250
159	1	1	2.00	2.00	700	1250
160	1	2	1.58	1.50	750	1250
161	1	2	1.58	1.50	800	1250
162	1	2	1.58	1.50	850	1250
163	1	2	1.58	1.50	900	1250
164	1	2	1.58	1.50	950	1250
165	1	2	1.58	1.50	1000	1250
166	1	2	1.58	1.50	1050	1250
167	1	2	1.58	1.50	1100	1250
168	1	2	1.58	1.50	1150	1250
169	1	2	1.58	1.50	1200	1250
170	1	1	2.00	2.00	400	1300
171	1	1	2.00	2.00	450	1300
172	1	1	2.00	2.00	500	1300
173	1	1	2.00	2.00	550	1300
174	1	1	2.00	2.00	600	1300
175	1	1	2.00	2.00	650	1300
176	1	1	2.00	2.00	700	1300
177	1	2	1.58	1.50	750	1300
178	1	2	1.58	1.50	800	1300
179	1	2	1.58	1.50	850	1300
180	1	2	1.58	1.50	900	1300
181	1	2	1.58	1.50	950	1300
182	1	2	1.58	1.50	1000	1300
183	1	2	1.58	1.50	1050	1300
184	1	2	1.58	1.50	1100	1300
185	1	2	1.58	1.50	1150	1300
186	1	2	1.58	1.50	1200	1300
187	1	1	2.00	2.00	400	1350
188	1	1	2.00	2.00	450	1350
189	1	1	2.00	2.00	500	1350
190	1	1	2.00	2.00	550	1350
191	1	1	2.00	2.00	600	1350
192	1	1	2.00	2.00	650	1350
193	1	1	2.00	2.00	700	1350
194	1	2	1.58	1.50	750	1350
195	1	2	1.58	1.50	800	1350
196	1	2	1.58	1.50	850	1350
197	1	2	1.58	1.50	900	1350
198	1	2	1.58	1.50	950	1350
199	1	2	1.58	1.50	1000	1350
200	1	2	1.58	1.50	1050	1350
201	1	2	1.58	1.50	1100	1350
202	1	2	1.58	1.50	1150	1350
203	1	2	1.58	1.50	1200	1350
204	1	1	2.00	2.00	400	1400
205	1	1	2.00	2.00	450	1400
206	1	1	2.00	2.00	500	1400
207	1	1	2.00	2.00	550	1400
208	1	1	2.00	2.00	600	1400
209	1	1	2.00	2.00	650	1400
210	1	1	2.00	2.00	700	1400
211	1	2	1.58	1.50	750	1400
212	1	2	1.58	1.50	800	1400
213	1	2	1.58	1.50	850	1400
214	1	2	1.58	1.50	900	1400
215	1	2	1.58	1.50	950	1400
216	1	2	1.58	1.50	1000	1400
217	1	2	1.58	1.50	1050	1400
218	1	2	1.58	1.50	1100	1400
219	1	2	1.58	1.50	1150	1400
220	1	2	1.58	1.50	1200	1400
221	1	1	2.00	2.00	400	1450
222	1	1	2.00	2.00	450	1450
223	1	1	2.00	2.00	500	1450
224	1	1	2.00	2.00	550	1450
225	1	1	2.00	2.00	600	1450
226	1	1	2.00	2.00	650	1450
227	1	1	2.00	2.00	700	1450
228	1	2	1.58	1.50	750	1450
229	1	2	1.58	1.50	800	1450
230	1	2	1.58	1.50	850	1450
231	1	2	1.58	1.50	900	1450
232	1	2	1.58	1.50	950	1450
233	1	2	1.58	1.50	1000	1450
234	1	2	1.58	1.50	1050	1450
235	1	2	1.58	1.50	1100	1450
236	1	2	1.58	1.50	1150	1450
237	1	2	1.58	1.50	1200	1450
238	1	1	2.00	2.00	400	1500
239	1	1	2.00	2.00	450	1500
240	1	1	2.00	2.00	500	1500
241	1	1	2.00	2.00	550	1500
242	1	1	2.00	2.00	600	1500
243	1	1	2.00	2.00	650	1500
244	1	1	2.00	2.00	700	1500
245	1	2	1.58	1.50	750	1500
246	1	2	1.58	1.50	800	1500
247	1	2	1.58	1.50	850	1500
248	1	2	1.58	1.50	900	1500
249	1	2	1.58	1.50	950	1500
250	1	2	1.58	1.50	1000	1500
251	1	2	1.58	1.50	1050	1500
252	1	2	1.58	1.50	1100	1500
253	1	2	1.58	1.50	1150	1500
254	1	2	1.58	1.50	1200	1500
255	1	1	2.00	2.00	400	1550
256	1	1	2.00	2.00	450	1550
257	1	1	2.00	2.00	500	1550
258	1	1	2.00	2.00	550	1550
259	1	1	2.00	2.00	600	1550
260	1	1	2.00	2.00	650	1550
261	1	1	2.00	2.00	700	1550
262	1	2	1.58	1.50	750	1550
263	1	2	1.58	1.50	800	1550
264	1	2	1.58	1.50	850	1550
265	1	2	1.58	1.50	900	1550
266	1	2	1.58	1.50	950	1550
267	1	2	1.58	1.50	1000	1550
268	1	2	1.58	1.50	1050	1550
269	1	2	1.58	1.50	1100	1550
270	1	2	1.58	1.50	1150	1550
271	1	2	1.58	1.50	1200	1550
272	1	1	2.00	2.00	400	1600
273	1	1	2.00	2.00	450	1600
274	1	1	2.00	2.00	500	1600
275	1	1	2.00	2.00	550	1600
276	1	1	2.00	2.00	600	1600
277	1	1	2.00	2.00	650	1600
278	1	1	2.00	2.00	700	1600
279	1	2	1.58	1.50	750	1600
280	1	2	1.58	1.50	800	1600
281	1	2	1.58	1.50	850	1600
282	1	2	1.58	1.50	900	1600
283	1	2	1.58	1.50	950	1600
284	1	2	1.58	1.50	1000	1600
285	1	2	1.58	1.50	1050	1600
286	1	2	1.58	1.50	1100	1600
287	1	2	1.58	1.50	1150	1600
288	1	2	1.58	1.50	1200	1600
289	1	1	2.00	2.00	400	1650
290	1	1	2.00	2.00	450	1650
291	1	1	2.00	2.00	500	1650
292	1	1	2.00	2.00	550	1650
293	1	1	2.00	2.00	600	1650
294	1	1	2.00	2.00	650	1650
295	1	1	2.00	2.00	700	1650
296	1	2	1.58	1.50	750	1650
297	1	2	1.58	1.50	800	1650
298	1	2	1.58	1.50	850	1650
299	1	2	1.58	1.50	900	1650
300	1	2	1.58	1.50	950	1650
301	1	2	1.58	1.50	1000	1650
302	1	2	1.58	1.50	1050	1650
303	1	2	1.58	1.50	1100	1650
304	1	2	1.58	1.50	1150	1650
305	1	2	1.58	1.50	1200	1650
306	1	1	2.00	2.00	400	1700
307	1	1	2.00	2.00	450	1700
308	1	1	2.00	2.00	500	1700
309	1	1	2.00	2.00	550	1700
310	1	1	2.00	2.00	600	1700
311	1	1	2.00	2.00	650	1700
312	1	2	1.58	1.50	700	1700
313	1	2	1.58	1.50	750	1700
314	1	2	1.58	1.50	800	1700
315	1	2	1.58	1.50	850	1700
316	1	2	1.58	1.50	900	1700
317	1	2	1.58	1.50	950	1700
318	1	2	1.58	1.50	1000	1700
319	1	2	1.58	1.50	1050	1700
320	1	2	1.58	1.50	1100	1700
321	1	2	1.58	1.50	1150	1700
322	1	2	1.58	1.50	1200	1700
323	1	1	2.00	2.00	400	1750
324	1	1	2.00	2.00	450	1750
325	1	1	2.00	2.00	500	1750
326	1	1	2.00	2.00	550	1750
327	1	1	2.00	2.00	600	1750
328	1	1	2.00	2.00	650	1750
329	1	2	1.58	1.50	700	1750
330	1	2	1.58	1.50	750	1750
331	1	2	1.58	1.50	800	1750
332	1	2	1.58	1.50	850	1750
333	1	2	1.58	1.50	900	1750
334	1	2	1.58	1.50	950	1750
335	1	2	1.58	1.50	1000	1750
336	1	2	1.58	1.50	1050	1750
337	1	2	1.58	1.50	1100	1750
338	1	2	1.58	1.50	1150	1750
339	1	2	1.58	1.50	1200	1750
