	IN	OUT	RMSE	MAE	span	delta
0	1	2	2.24	2.00	400	800
1	1	2	2.24	2.00	450	800
2	1	2	2.24	2.00	500	800
3	1	3	1.58	1.50	550	800
4	1	3	1.58	1.50	600	800
5	1	3	1.58	1.50	650	800
6	1	3	1.58	1.50	700	800
7	1	3	1.58	1.50	750	800
8	1	3	1.58	1.50	800	800
9	1	3	1.58	1.50	850	800
10	1	3	1.58	1.50	900	800
11	1	3	1.58	1.50	950	800
12	1	3	1.58	1.50	1000	800
13	1	3	1.58	1.50	1050	800
14	1	3	1.58	1.50	1100	800
15	1	3	1.58	1.50	1150	800
16	1	3	1.58	1.50	1200	800
17	1	2	2.24	2.00	400	850
18	1	2	2.24	2.00	450	850
19	1	2	2.24	2.00	500	850
20	1	3	1.58	1.50	550	850
21	1	3	1.58	1.50	600	850
22	1	3	1.58	1.50	650	850
23	1	3	1.58	1.50	700	850
24	1	3	1.58	1.50	750	850
25	1	3	1.58	1.50	800	850
26	1	3	1.58	1.50	850	850
27	1	3	1.58	1.50	900	850
28	1	3	1.58	1.50	950	850
29	1	3	1.58	1.50	1000	850
30	1	3	1.58	1.50	1050	850
31	1	3	1.58	1.50	1100	850
32	1	3	1.58	1.50	1150	850
33	1	3	1.58	1.50	1200	850
34	1	2	2.24	2.00	400	900
35	1	2	2.24	2.00	450	900
36	1	2	2.24	2.00	500	900
37	1	3	1.58	1.50	550	900
38	1	3	1.58	1.50	600	900
39	1	3	1.58	1.50	650	900
40	1	3	1.58	1.50	700	900
41	1	3	1.58	1.50	750	900
42	1	3	1.58	1.50	800	900
43	1	3	1.58	1.50	850	900
44	1	3	1.58	1.50	900	900
45	1	3	1.58	1.50	950	900
46	1	3	1.58	1.50	1000	900
47	1	3	1.58	1.50	1050	900
48	1	3	1.58	1.50	1100	900
49	1	3	1.58	1.50	1150	900
50	1	3	1.58	1.50	1200	900
51	1	2	2.24	2.00	400	950
52	1	2	2.24	2.00	450	950
53	1	2	2.24	2.00	500	950
54	1	3	1.58	1.50	550	950
55	1	3	1.58	1.50	600	950
56	1	3	1.58	1.50	650	950
57	1	3	1.58	1.50	700	950
58	1	3	1.58	1.50	750	950
59	1	3	1.58	1.50	800	950
60	1	3	1.58	1.50	850	950
61	1	3	1.58	1.50	900	950
62	1	3	1.58	1.50	950	950
63	1	3	1.58	1.50	1000	950
64	1	3	1.58	1.50	1050	950
65	1	3	1.58	1.50	1100	950
66	1	3	1.58	1.50	1150	950
67	1	3	1.58	1.50	1200	950
68	1	2	2.24	2.00	400	1000
69	1	2	2.24	2.00	450	1000
70	1	2	2.24	2.00	500	1000
71	1	3	1.58	1.50	550	1000
72	1	3	1.58	1.50	600	1000
73	1	3	1.58	1.50	650	1000
74	1	3	1.58	1.50	700	1000
75	1	3	1.58	1.50	750	1000
76	1	3	1.58	1.50	800	1000
77	1	3	1.58	1.50	850	1000
78	1	3	1.58	1.50	900	1000
79	1	3	1.58	1.50	950	1000
80	1	3	1.58	1.50	1000	1000
81	1	3	1.58	1.50	1050	1000
82	1	3	1.58	1.50	1100	1000
83	1	3	1.58	1.50	1150	1000
84	1	3	1.58	1.50	1200	1000
85	1	2	2.24	2.00	400	1050
86	1	2	2.24	2.00	450	1050
87	1	2	2.24	2.00	500	1050
88	1	3	1.58	1.50	550	1050
89	1	3	1.58	1.50	600	1050
90	1	3	1.58	1.50	650	1050
91	1	3	1.58	1.50	700	1050
92	1	3	1.58	1.50	750	1050
93	1	3	1.58	1.50	800	1050
94	1	3	1.58	1.50	850	1050
95	1	3	1.58	1.50	900	1050
96	1	3	1.58	1.50	950	1050
97	1	3	1.58	1.50	1000	1050
98	1	3	1.58	1.50	1050	1050
99	1	3	1.58	1.50	1100	1050
100	1	3	1.58	1.50	1150	1050
101	1	3	1.58	1.50	1200	1050
102	1	2	2.24	2.00	400	1100
103	1	2	2.24	2.00	450	1100
104	1	2	2.24	2.00	500	1100
105	1	3	1.58	1.50	550	1100
106	1	3	1.58	1.50	600	1100
107	1	3	1.58	1.50	650	1100
108	1	3	1.58	1.50	700	1100
109	1	3	1.58	1.50	750	1100
110	1	3	1.58	1.50	800	1100
111	1	3	1.58	1.50	850	1100
112	1	3	1.58	1.50	900	1100
113	1	3	1.58	1.50	950	1100
114	1	3	1.58	1.50	1000	1100
115	1	3	1.58	1.50	1050	1100
116	1	3	1.58	1.50	1100	1100
117	1	3	1.58	1.50	1150	1100
118	1	3	1.58	1.50	1200	1100
119	1	2	2.24	2.00	400	1150
120	1	2	2.24	2.00	450	1150
121	1	2	2.24	2.00	500	1150
122	1	3	1.58	1.50	550	1150
123	1	3	1.58	1.50	600	1150
124	1	3	1.58	1.50	650	1150
125	1	3	1.58	1.50	700	1150
126	1	3	1.58	1.50	750	1150
127	1	3	1.58	1.50	800	1150
128	1	3	1.58	1.50	850	1150
129	1	3	1.58	1.50	900	1150
130	1	3	1.58	1.50	950	1150
131	1	3	1.58	1.50	1000	1150
132	1	3	1.58	1.50	1050	1150
133	1	3	1.58	1.50	1100	1150
134	1	3	1.58	1.50	1150	1150
135	1	3	1.58	1.50	1200	1150
136	1	2	2.24	2.00	400	1200
137	1	2	2.24	2.00	450	1200
138	1	2	2.24	2.00	500	1200
139	1	3	1.58	1.50	550	1200
140	1	3	1.58	1.50	600	1200
141	1	3	1.58	1.50	650	1200
142	1	3	1.58	1.50	700	1200
143	1	3	1.58	1.50	750	1200
144	1	3	1.58	1.50	800	1200
145	1	3	1.58	1.50	850	1200
146	1	3	1.58	1.50	900	1200
147	1	3	1.58	1.50	950	1200
148	1	3	1.58	1.50	1000	1200
149	1	3	1.58	1.50	1050	1200
150	1	3	1.58	1.50	1100	1200
151	1	3	1.58	1.50	1150	1200
152	1	3	1.58	1.50	1200	1200
153	1	2	2.24	2.00	400	1250
154	1	2	2.24	2.00	450	1250
155	1	2	2.24	2.00	500	1250
156	1	3	1.58	1.50	550	1250
157	1	3	1.58	1.50	600	1250
158	1	3	1.58	1.50	650	1250
159	1	3	1.58	1.50	700	1250
160	1	3	1.58	1.50	750	1250
161	1	3	1.58	1.50	800	1250
162	1	3	1.58	1.50	850	1250
163	1	3	1.58	1.50	900	1250
164	1	3	1.58	1.50	950	1250
165	1	3	1.58	1.50	1000	1250
166	1	3	1.58	1.50	1050	1250
167	1	3	1.58	1.50	1100	1250
168	1	3	1.58	1.50	1150	1250
169	1	3	1.58	1.50	1200	1250
170	1	2	2.24	2.00	400	1300
171	1	2	2.24	2.00	450	1300
172	1	2	2.24	2.00	500	1300
173	1	3	1.58	1.50	550	1300
174	1	3	1.58	1.50	600	1300
175	1	3	1.58	1.50	650	1300
176	1	3	1.58	1.50	700	1300
177	1	3	1.58	1.50	750	1300
178	1	3	1.58	1.50	800	1300
179	1	3	1.58	1.50	850	1300
180	1	3	1.58	1.50	900	1300
181	1	3	1.58	1.50	950	1300
182	1	3	1.58	1.50	1000	1300
183	1	3	1.58	1.50	1050	1300
184	1	3	1.58	1.50	1100	1300
185	1	3	1.58	1.50	1150	1300
186	1	3	1.58	1.50	1200	1300
187	1	2	2.24	2.00	400	1350
188	1	2	2.24	2.00	450	1350
189	1	2	2.24	2.00	500	1350
190	1	3	1.58	1.50	550	1350
191	1	3	1.58	1.50	600	1350
192	1	3	1.58	1.50	650	1350
193	1	3	1.58	1.50	700	1350
194	1	3	1.58	1.50	750	1350
195	1	3	1.58	1.50	800	1350
196	1	3	1.58	1.50	850	1350
197	1	3	1.58	1.50	900	1350
198	1	3	1.58	1.50	950	1350
199	1	3	1.58	1.50	1000	1350
200	1	3	1.58	1.50	1050	1350
201	1	3	1.58	1.50	1100	1350
202	1	3	1.58	1.50	1150	1350
203	1	3	1.58	1.50	1200	1350
204	1	2	2.24	2.00	400	1400
205	1	2	2.24	2.00	450	1400
206	1	2	2.24	2.00	500	1400
207	1	3	1.58	1.50	550	1400
208	1	3	1.58	1.50	600	1400
209	1	3	1.58	1.50	650	1400
210	1	3	1.58	1.50	700	1400
211	1	3	1.58	1.50	750	1400
212	1	3	1.58	1.50	800	1400
213	1	3	1.58	1.50	850	1400
214	1	3	1.58	1.50	900	1400
215	1	3	1.58	1.50	950	1400
216	1	3	1.58	1.50	1000	1400
217	1	3	1.58	1.50	1050	1400
218	1	3	1.58	1.50	1100	1400
219	1	3	1.58	1.50	1150	1400
220	1	3	1.58	1.50	1200	1400
221	1	2	2.24	2.00	400	1450
222	1	2	2.24	2.00	450	1450
223	1	2	2.24	2.00	500	1450
224	1	3	1.58	1.50	550	1450
225	1	3	1.58	1.50	600	1450
226	1	3	1.58	1.50	650	1450
227	1	3	1.58	1.50	700	1450
228	1	3	1.58	1.50	750	1450
229	1	3	1.58	1.50	800	1450
230	1	3	1.58	1.50	850	1450
231	1	3	1.58	1.50	900	1450
232	1	3	1.58	1.50	950	1450
233	1	3	1.58	1.50	1000	1450
234	1	3	1.58	1.50	1050	1450
235	1	3	1.58	1.50	1100	1450
236	1	3	1.58	1.50	1150	1450
237	1	3	1.58	1.50	1200	1450
238	1	2	2.24	2.00	400	1500
