	IN	OUT	RMSE	MAE	span	delta
0	2	1	1.58	1.50	600	1000
1	2	1	1.58	1.50	650	1000
2	2	1	1.58	1.50	700	1000
3	2	2	1.41	1.00	750	1000
4	2	2	1.41	1.00	800	1000
5	2	2	1.41	1.00	850	1000
6	2	2	1.41	1.00	900	1000
7	2	2	1.41	1.00	950	1000
8	2	2	1.41	1.00	1000	1000
9	2	2	1.41	1.00	1050	1000
10	2	2	1.41	1.00	1100	1000
11	2	2	1.41	1.00	1150	1000
12	2	2	1.41	1.00	1200	1000
13	2	1	1.58	1.50	600	1050
14	2	1	1.58	1.50	650	1050
15	2	1	1.58	1.50	700	1050
16	2	2	1.41	1.00	750	1050
17	2	2	1.41	1.00	800	1050
18	2	2	1.41	1.00	850	1050
19	2	2	1.41	1.00	900	1050
20	2	2	1.41	1.00	950	1050
21	2	2	1.41	1.00	1000	1050
22	2	2	1.41	1.00	1050	1050
23	2	2	1.41	1.00	1100	1050
24	2	2	1.41	1.00	1150	1050
25	2	2	1.41	1.00	1200	1050
26	2	1	1.58	1.50	600	1100
27	2	1	1.58	1.50	650	1100
28	2	1	1.58	1.50	700	1100
29	2	2	1.41	1.00	750	1100
30	2	2	1.41	1.00	800	1100
31	2	2	1.41	1.00	850	1100
32	2	2	1.41	1.00	900	1100
33	2	2	1.41	1.00	950	1100
34	2	2	1.41	1.00	1000	1100
35	2	2	1.41	1.00	1050	1100
36	2	2	1.41	1.00	1100	1100
37	2	2	1.41	1.00	1150	1100
38	2	2	1.41	1.00	1200	1100
39	2	1	1.58	1.50	600	1150
40	2	1	1.58	1.50	650	1150
41	2	1	1.58	1.50	700	1150
42	2	2	1.41	1.00	750	1150
43	2	2	1.41	1.00	800	1150
44	2	2	1.41	1.00	850	1150
45	2	2	1.41	1.00	900	1150
46	2	2	1.41	1.00	950	1150
47	2	2	1.41	1.00	1000	1150
48	2	2	1.41	1.00	1050	1150
49	2	2	1.41	1.00	1100	1150
50	2	2	1.41	1.00	1150	1150
51	2	2	1.41	1.00	1200	1150
52	2	1	1.58	1.50	600	1200
53	2	1	1.58	1.50	650	1200
54	2	1	1.58	1.50	700	1200
55	2	2	1.41	1.00	750	1200
56	2	2	1.41	1.00	800	1200
57	2	2	1.41	1.00	850	1200
58	2	2	1.41	1.00	900	1200
59	2	2	1.41	1.00	950	1200
60	2	2	1.41	1.00	1000	1200
61	2	2	1.41	1.00	1050	1200
62	2	2	1.41	1.00	1100	1200
63	2	2	1.41	1.00	1150	1200
64	2	2	1.41	1.00	1200	1200
65	2	1	1.58	1.50	600	1250
66	2	1	1.58	1.50	650	1250
67	2	1	1.58	1.50	700	1250
68	2	2	1.41	1.00	750	1250
69	2	2	1.41	1.00	800	1250
70	2	2	1.41	1.00	850	1250
71	2	2	1.41	1.00	900	1250
72	2	2	1.41	1.00	950	1250
73	2	2	1.41	1.00	1000	1250
74	2	2	1.41	1.00	1050	1250
75	2	2	1.41	1.00	1100	1250
76	2	2	1.41	1.00	1150	1250
77	2	2	1.41	1.00	1200	1250
78	2	1	1.58	1.50	600	1300
79	2	1	1.58	1.50	650	1300
80	2	1	1.58	1.50	700	1300
81	2	2	1.41	1.00	750	1300
82	2	2	1.41	1.00	800	1300
83	2	2	1.41	1.00	850	1300
84	2	2	1.41	1.00	900	1300
85	2	2	1.41	1.00	950	1300
86	2	2	1.41	1.00	1000	1300
87	2	2	1.41	1.00	1050	1300
88	2	2	1.41	1.00	1100	1300
89	2	2	1.41	1.00	1150	1300
90	2	2	1.41	1.00	1200	1300
91	2	1	1.58	1.50	600	1350
92	2	1	1.58	1.50	650	1350
93	2	1	1.58	1.50	700	1350
94	2	2	1.41	1.00	750	1350
95	2	2	1.41	1.00	800	1350
96	2	2	1.41	1.00	850	1350
97	2	2	1.41	1.00	900	1350
98	2	2	1.41	1.00	950	1350
99	2	2	1.41	1.00	1000	1350
100	2	2	1.41	1.00	1050	1350
101	2	2	1.41	1.00	1100	1350
102	2	2	1.41	1.00	1150	1350
103	2	2	1.41	1.00	1200	1350
104	2	1	1.58	1.50	600	1400
105	2	1	1.58	1.50	650	1400
106	2	1	1.58	1.50	700	1400
107	2	2	1.41	1.00	750	1400
108	2	2	1.41	1.00	800	1400
109	2	2	1.41	1.00	850	1400
110	2	2	1.41	1.00	900	1400
111	2	2	1.41	1.00	950	1400
112	2	2	1.41	1.00	1000	1400
113	2	2	1.41	1.00	1050	1400
114	2	2	1.41	1.00	1100	1400
115	2	2	1.41	1.00	1150	1400
116	2	2	1.41	1.00	1200	1400
117	2	1	1.58	1.50	600	1450
118	2	1	1.58	1.50	650	1450
119	2	1	1.58	1.50	700	1450
120	2	2	1.41	1.00	750	1450
121	2	2	1.41	1.00	800	1450
122	2	2	1.41	1.00	850	1450
