,REAL IN,IN,REAL OUT,OUT,RMSE,MAE,ACC. IN,ACC.OUT,enough_zero,delta
0,10,8,7,10,2.55,2.50,80.0,57.142857142857146,3,800
1,10,6,7,10,3.54,3.50,60.0,57.142857142857146,4,800
2,10,6,7,7,2.83,2.00,60.0,100.0,5,800
3,10,5,7,7,3.54,2.50,50.0,100.0,6,800
4,10,3,7,5,5.15,4.50,30.0,71.42857142857143,7,800
5,10,8,7,10,2.55,2.50,80.0,57.142857142857146,3,850
6,10,6,7,10,3.54,3.50,60.0,57.142857142857146,4,850
7,10,6,7,7,2.83,2.00,60.0,100.0,5,850
8,10,5,7,7,3.54,2.50,50.0,100.0,6,850
9,10,3,7,5,5.15,4.50,30.0,71.42857142857143,7,850
10,10,8,7,10,2.55,2.50,80.0,57.142857142857146,3,900
11,10,6,7,10,3.54,3.50,60.0,57.142857142857146,4,900
12,10,6,7,7,2.83,2.00,60.0,100.0,5,900
13,10,5,7,7,3.54,2.50,50.0,100.0,6,900
14,10,3,7,5,5.15,4.50,30.0,71.42857142857143,7,900
15,10,8,7,10,2.55,2.50,80.0,57.142857142857146,3,950
16,10,5,7,11,4.53,4.50,50.0,42.85714285714286,4,950
17,10,6,7,7,2.83,2.00,60.0,100.0,5,950
18,10,5,7,7,3.54,2.50,50.0,100.0,6,950
19,10,3,7,5,5.15,4.50,30.0,71.42857142857143,7,950
20,10,8,7,10,2.55,2.50,80.0,57.142857142857146,3,1000
21,10,5,7,11,4.53,4.50,50.0,42.85714285714286,4,1000
22,10,6,7,7,2.83,2.00,60.0,100.0,5,1000
23,10,5,7,7,3.54,2.50,50.0,100.0,6,1000
24,10,3,7,5,5.15,4.50,30.0,71.42857142857143,7,1000
25,10,8,7,10,2.55,2.50,80.0,57.142857142857146,3,1050
26,10,5,7,11,4.53,4.50,50.0,42.85714285714286,4,1050
27,10,6,7,7,2.83,2.00,60.0,100.0,5,1050
28,10,5,7,7,3.54,2.50,50.0,100.0,6,1050
29,10,3,7,5,5.15,4.50,30.0,71.42857142857143,7,1050
30,10,8,7,10,2.55,2.50,80.0,57.142857142857146,3,1100
31,10,5,7,11,4.53,4.50,50.0,42.85714285714286,4,1100
32,10,6,7,7,2.83,2.00,60.0,100.0,5,1100
33,10,5,7,7,3.54,2.50,50.0,100.0,6,1100
34,10,3,7,5,5.15,4.50,30.0,71.42857142857143,7,1100
35,10,8,7,10,2.55,2.50,80.0,57.142857142857146,3,1150
36,10,5,7,11,4.53,4.50,50.0,42.85714285714286,4,1150
37,10,6,7,7,2.83,2.00,60.0,100.0,5,1150
38,10,5,7,7,3.54,2.50,50.0,100.0,6,1150
39,10,3,7,5,5.15,4.50,30.0,71.42857142857143,7,1150
40,10,8,7,10,2.55,2.50,80.0,57.142857142857146,3,1200
41,10,5,7,11,4.53,4.50,50.0,42.85714285714286,4,1200
42,10,6,7,7,2.83,2.00,60.0,100.0,5,1200
43,10,5,7,7,3.54,2.50,50.0,100.0,6,1200
44,10,3,7,5,5.15,4.50,30.0,71.42857142857143,7,1200
45,10,8,7,10,2.55,2.50,80.0,57.142857142857146,3,1250
46,10,5,7,11,4.53,4.50,50.0,42.85714285714286,4,1250
47,10,6,7,7,2.83,2.00,60.0,100.0,5,1250
48,10,5,7,7,3.54,2.50,50.0,100.0,6,1250
49,10,3,7,5,5.15,4.50,30.0,71.42857142857143,7,1250
