	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	0	0	0	0	0.00	0.00	NaN	NaN	800	900
1	0	0	0	0	0.00	0.00	NaN	NaN	850	900
2	0	0	0	0	0.00	0.00	NaN	NaN	900	900
3	0	0	0	0	0.00	0.00	NaN	NaN	950	900
4	0	0	0	0	0.00	0.00	NaN	NaN	1000	900
5	0	0	0	0	0.00	0.00	NaN	NaN	800	950
6	0	0	0	0	0.00	0.00	NaN	NaN	850	950
7	0	0	0	0	0.00	0.00	NaN	NaN	900	950
8	0	0	0	0	0.00	0.00	NaN	NaN	950	950
9	0	0	0	0	0.00	0.00	NaN	NaN	1000	950
10	0	0	0	0	0.00	0.00	NaN	NaN	800	1000
11	0	0	0	0	0.00	0.00	NaN	NaN	850	1000
12	0	0	0	0	0.00	0.00	NaN	NaN	900	1000
13	0	0	0	0	0.00	0.00	NaN	NaN	950	1000
14	0	0	0	0	0.00	0.00	NaN	NaN	1000	1000
15	0	0	0	0	0.00	0.00	NaN	NaN	800	1050
16	0	0	0	0	0.00	0.00	NaN	NaN	850	1050
17	0	0	0	0	0.00	0.00	NaN	NaN	900	1050
18	0	0	0	0	0.00	0.00	NaN	NaN	950	1050
19	0	0	0	0	0.00	0.00	NaN	NaN	1000	1050
20	0	0	0	0	0.00	0.00	NaN	NaN	800	1100
21	0	0	0	0	0.00	0.00	NaN	NaN	850	1100
22	0	0	0	0	0.00	0.00	NaN	NaN	900	1100
23	0	0	0	0	0.00	0.00	NaN	NaN	950	1100
24	0	0	0	0	0.00	0.00	NaN	NaN	1000	1100
