	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	1	0	1	1	0.71	0.50	0.0	100.0	800	900
1	1	0	1	1	0.71	0.50	0.0	100.0	850	900
2	1	0	1	1	0.71	0.50	0.0	100.0	900	900
3	1	0	1	1	0.71	0.50	0.0	100.0	950	900
4	1	0	1	1	0.71	0.50	0.0	100.0	1000	900
5	1	0	1	1	0.71	0.50	0.0	100.0	800	950
6	1	0	1	1	0.71	0.50	0.0	100.0	850	950
7	1	0	1	1	0.71	0.50	0.0	100.0	900	950
8	1	0	1	1	0.71	0.50	0.0	100.0	950	950
9	1	0	1	1	0.71	0.50	0.0	100.0	1000	950
10	1	0	1	1	0.71	0.50	0.0	100.0	800	1000
11	1	0	1	1	0.71	0.50	0.0	100.0	850	1000
12	1	0	1	1	0.71	0.50	0.0	100.0	900	1000
13	1	0	1	1	0.71	0.50	0.0	100.0	950	1000
14	1	0	1	1	0.71	0.50	0.0	100.0	1000	1000
15	1	0	1	1	0.71	0.50	0.0	100.0	800	1050
16	1	0	1	1	0.71	0.50	0.0	100.0	850	1050
17	1	0	1	1	0.71	0.50	0.0	100.0	900	1050
18	1	0	1	1	0.71	0.50	0.0	100.0	950	1050
19	1	0	1	1	0.71	0.50	0.0	100.0	1000	1050
20	1	0	1	1	0.71	0.50	0.0	100.0	800	1100
21	1	0	1	1	0.71	0.50	0.0	100.0	850	1100
22	1	0	1	1	0.71	0.50	0.0	100.0	900	1100
23	1	0	1	1	0.71	0.50	0.0	100.0	950	1100
24	1	0	1	1	0.71	0.50	0.0	100.0	1000	1100
