	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	1	1	1	1	0.00	0.00	100.0	100.0	3	800
1	1	1	1	1	0.00	0.00	100.0	100.0	4	800
2	1	1	1	0	0.71	0.50	100.0	0.0	5	800
3	1	1	1	0	0.71	0.50	100.0	0.0	6	800
4	1	1	1	0	0.71	0.50	100.0	0.0	7	800
5	1	1	1	1	0.00	0.00	100.0	100.0	3	850
6	1	1	1	1	0.00	0.00	100.0	100.0	4	850
7	1	1	1	0	0.71	0.50	100.0	0.0	5	850
8	1	1	1	0	0.71	0.50	100.0	0.0	6	850
9	1	1	1	0	0.71	0.50	100.0	0.0	7	850
10	1	1	1	1	0.00	0.00	100.0	100.0	3	900
11	1	1	1	1	0.00	0.00	100.0	100.0	4	900
12	1	1	1	0	0.71	0.50	100.0	0.0	5	900
13	1	1	1	0	0.71	0.50	100.0	0.0	6	900
14	1	1	1	0	0.71	0.50	100.0	0.0	7	900
15	1	1	1	1	0.00	0.00	100.0	100.0	3	950
16	1	1	1	1	0.00	0.00	100.0	100.0	4	950
17	1	1	1	0	0.71	0.50	100.0	0.0	5	950
18	1	1	1	0	0.71	0.50	100.0	0.0	6	950
19	1	1	1	0	0.71	0.50	100.0	0.0	7	950
20	1	1	1	1	0.00	0.00	100.0	100.0	3	1000
21	1	1	1	1	0.00	0.00	100.0	100.0	4	1000
22	1	1	1	0	0.71	0.50	100.0	0.0	5	1000
23	1	1	1	0	0.71	0.50	100.0	0.0	6	1000
24	1	1	1	0	0.71	0.50	100.0	0.0	7	1000
25	1	1	1	1	0.00	0.00	100.0	100.0	3	1050
26	1	1	1	1	0.00	0.00	100.0	100.0	4	1050
27	1	1	1	0	0.71	0.50	100.0	0.0	5	1050
28	1	1	1	0	0.71	0.50	100.0	0.0	6	1050
29	1	1	1	0	0.71	0.50	100.0	0.0	7	1050
30	1	1	1	1	0.00	0.00	100.0	100.0	3	1100
31	1	1	1	1	0.00	0.00	100.0	100.0	4	1100
32	1	1	1	0	0.71	0.50	100.0	0.0	5	1100
33	1	1	1	0	0.71	0.50	100.0	0.0	6	1100
34	1	1	1	0	0.71	0.50	100.0	0.0	7	1100
35	1	1	1	1	0.00	0.00	100.0	100.0	3	1150
36	1	1	1	1	0.00	0.00	100.0	100.0	4	1150
37	1	1	1	0	0.71	0.50	100.0	0.0	5	1150
38	1	1	1	0	0.71	0.50	100.0	0.0	6	1150
39	1	1	1	0	0.71	0.50	100.0	0.0	7	1150
40	1	1	1	1	0.00	0.00	100.0	100.0	3	1200
41	1	1	1	1	0.00	0.00	100.0	100.0	4	1200
42	1	1	1	0	0.71	0.50	100.0	0.0	5	1200
43	1	1	1	0	0.71	0.50	100.0	0.0	6	1200
44	1	1	1	0	0.71	0.50	100.0	0.0	7	1200
45	1	1	1	1	0.00	0.00	100.0	100.0	3	1250
46	1	1	1	1	0.00	0.00	100.0	100.0	4	1250
47	1	1	1	0	0.71	0.50	100.0	0.0	5	1250
48	1	1	1	0	0.71	0.50	100.0	0.0	6	1250
49	1	1	1	0	0.71	0.50	100.0	0.0	7	1250
