	IN	OUT	RMSE	MAE	enough_zero	delta
0	5	8	2.55	2.50	15	1000
1	5	8	2.55	2.50	16	1000
2	5	8	2.55	2.50	17	1000
3	5	8	2.55	2.50	18	1000
4	4	7	1.58	1.50	19	1000
5	1	7	2.00	2.00	20	1000
6	0	5	2.12	1.50	21	1000
7	0	5	2.12	1.50	22	1000
8	0	5	2.12	1.50	23	1000
9	0	5	2.12	1.50	24	1000
10	0	5	2.12	1.50	25	1000
11	0	5	2.12	1.50	26	1000
12	0	4	2.24	2.00	27	1000
13	0	4	2.24	2.00	28	1000
14	0	3	2.55	2.50	29	1000
15	0	3	2.55	2.50	30	1000
16	0	2	3.00	3.00	31	1000
17	0	2	3.00	3.00	32	1000
18	0	2	3.00	3.00	33	1000
19	5	8	2.55	2.50	15	1050
20	5	8	2.55	2.50	16	1050
21	5	8	2.55	2.50	17	1050
22	5	8	2.55	2.50	18	1050
23	4	7	1.58	1.50	19	1050
24	1	7	2.00	2.00	20	1050
25	0	5	2.12	1.50	21	1050
26	0	5	2.12	1.50	22	1050
27	0	5	2.12	1.50	23	1050
28	0	5	2.12	1.50	24	1050
29	0	5	2.12	1.50	25	1050
30	0	5	2.12	1.50	26	1050
31	0	4	2.24	2.00	27	1050
32	0	4	2.24	2.00	28	1050
33	0	3	2.55	2.50	29	1050
34	0	3	2.55	2.50	30	1050
35	0	2	3.00	3.00	31	1050
36	0	2	3.00	3.00	32	1050
37	0	2	3.00	3.00	33	1050
38	5	8	2.55	2.50	15	1100
39	5	8	2.55	2.50	16	1100
40	5	8	2.55	2.50	17	1100
41	5	8	2.55	2.50	18	1100
42	4	7	1.58	1.50	19	1100
43	1	7	2.00	2.00	20	1100
44	0	5	2.12	1.50	21	1100
45	0	5	2.12	1.50	22	1100
46	0	5	2.12	1.50	23	1100
47	0	5	2.12	1.50	24	1100
48	0	5	2.12	1.50	25	1100
49	0	5	2.12	1.50	26	1100
50	0	4	2.24	2.00	27	1100
51	0	4	2.24	2.00	28	1100
52	0	3	2.55	2.50	29	1100
53	0	3	2.55	2.50	30	1100
54	0	2	3.00	3.00	31	1100
55	0	2	3.00	3.00	32	1100
56	0	2	3.00	3.00	33	1100
57	5	8	2.55	2.50	15	1150
58	5	8	2.55	2.50	16	1150
59	5	8	2.55	2.50	17	1150
60	5	8	2.55	2.50	18	1150
61	4	7	1.58	1.50	19	1150
62	1	7	2.00	2.00	20	1150
63	0	5	2.12	1.50	21	1150
64	0	5	2.12	1.50	22	1150
65	0	5	2.12	1.50	23	1150
66	0	5	2.12	1.50	24	1150
67	0	5	2.12	1.50	25	1150
68	0	5	2.12	1.50	26	1150
69	0	4	2.24	2.00	27	1150
70	0	4	2.24	2.00	28	1150
71	0	3	2.55	2.50	29	1150
72	0	3	2.55	2.50	30	1150
73	0	2	3.00	3.00	31	1150
74	0	2	3.00	3.00	32	1150
75	0	2	3.00	3.00	33	1150
76	5	8	2.55	2.50	15	1200
77	5	8	2.55	2.50	16	1200
78	5	8	2.55	2.50	17	1200
79	5	8	2.55	2.50	18	1200
80	4	7	1.58	1.50	19	1200
81	1	7	2.00	2.00	20	1200
82	0	5	2.12	1.50	21	1200
83	0	5	2.12	1.50	22	1200
84	0	5	2.12	1.50	23	1200
85	0	5	2.12	1.50	24	1200
86	0	5	2.12	1.50	25	1200
87	0	5	2.12	1.50	26	1200
88	0	4	2.24	2.00	27	1200
89	0	4	2.24	2.00	28	1200
90	0	3	2.55	2.50	29	1200
91	0	3	2.55	2.50	30	1200
92	0	2	3.00	3.00	31	1200
93	0	2	3.00	3.00	32	1200
94	0	2	3.00	3.00	33	1200
95	5	8	2.55	2.50	15	1250
96	5	8	2.55	2.50	16	1250
97	5	8	2.55	2.50	17	1250
98	5	8	2.55	2.50	18	1250
99	4	7	1.58	1.50	19	1250
100	1	7	2.00	2.00	20	1250
101	0	5	2.12	1.50	21	1250
102	0	5	2.12	1.50	22	1250
103	0	5	2.12	1.50	23	1250
104	0	5	2.12	1.50	24	1250
105	0	5	2.12	1.50	25	1250
106	0	5	2.12	1.50	26	1250
107	0	4	2.24	2.00	27	1250
108	0	4	2.24	2.00	28	1250
109	0	3	2.55	2.50	29	1250
110	0	3	2.55	2.50	30	1250
111	0	2	3.00	3.00	31	1250
112	0	2	3.00	3.00	32	1250
113	0	2	3.00	3.00	33	1250
114	5	8	2.55	2.50	15	1300
115	5	8	2.55	2.50	16	1300
116	5	8	2.55	2.50	17	1300
117	5	8	2.55	2.50	18	1300
118	4	7	1.58	1.50	19	1300
119	1	7	2.00	2.00	20	1300
120	0	5	2.12	1.50	21	1300
121	0	5	2.12	1.50	22	1300
122	0	5	2.12	1.50	23	1300
123	0	5	2.12	1.50	24	1300
124	0	5	2.12	1.50	25	1300
125	0	5	2.12	1.50	26	1300
126	0	4	2.24	2.00	27	1300
127	0	4	2.24	2.00	28	1300
128	0	3	2.55	2.50	29	1300
129	0	3	2.55	2.50	30	1300
130	0	2	3.00	3.00	31	1300
131	0	2	3.00	3.00	32	1300
132	0	2	3.00	3.00	33	1300
133	5	8	2.55	2.50	15	1350
134	5	8	2.55	2.50	16	1350
135	5	8	2.55	2.50	17	1350
136	5	8	2.55	2.50	18	1350
137	4	7	1.58	1.50	19	1350
138	1	7	2.00	2.00	20	1350
139	0	5	2.12	1.50	21	1350
140	0	5	2.12	1.50	22	1350
141	0	5	2.12	1.50	23	1350
142	0	5	2.12	1.50	24	1350
143	0	5	2.12	1.50	25	1350
144	0	5	2.12	1.50	26	1350
145	0	4	2.24	2.00	27	1350
146	0	4	2.24	2.00	28	1350
147	0	3	2.55	2.50	29	1350
148	0	3	2.55	2.50	30	1350
149	0	2	3.00	3.00	31	1350
150	0	2	3.00	3.00	32	1350
151	0	2	3.00	3.00	33	1350
152	5	8	2.55	2.50	15	1400
153	5	8	2.55	2.50	16	1400
154	5	8	2.55	2.50	17	1400
155	5	8	2.55	2.50	18	1400
156	4	7	1.58	1.50	19	1400
157	1	7	2.00	2.00	20	1400
158	0	5	2.12	1.50	21	1400
159	0	5	2.12	1.50	22	1400
160	0	5	2.12	1.50	23	1400
161	0	5	2.12	1.50	24	1400
162	0	5	2.12	1.50	25	1400
163	0	5	2.12	1.50	26	1400
164	0	4	2.24	2.00	27	1400
165	0	4	2.24	2.00	28	1400
166	0	3	2.55	2.50	29	1400
167	0	3	2.55	2.50	30	1400
168	0	2	3.00	3.00	31	1400
169	0	2	3.00	3.00	32	1400
170	0	2	3.00	3.00	33	1400
171	5	8	2.55	2.50	15	1450
172	5	8	2.55	2.50	16	1450
173	5	8	2.55	2.50	17	1450
174	5	8	2.55	2.50	18	1450
175	4	7	1.58	1.50	19	1450
176	1	7	2.00	2.00	20	1450
177	0	5	2.12	1.50	21	1450
178	0	5	2.12	1.50	22	1450
179	0	5	2.12	1.50	23	1450
180	0	5	2.12	1.50	24	1450
181	0	5	2.12	1.50	25	1450
182	0	5	2.12	1.50	26	1450
183	0	4	2.24	2.00	27	1450
184	0	4	2.24	2.00	28	1450
185	0	3	2.55	2.50	29	1450
186	0	3	2.55	2.50	30	1450
187	0	2	3.00	3.00	31	1450
188	0	2	3.00	3.00	32	1450
189	0	2	3.00	3.00	33	1450
190	5	8	2.55	2.50	15	1500
191	5	8	2.55	2.50	16	1500
192	5	8	2.55	2.50	17	1500
193	5	8	2.55	2.50	18	1500
194	4	7	1.58	1.50	19	1500
195	1	7	2.00	2.00	20	1500
196	0	5	2.12	1.50	21	1500
197	0	5	2.12	1.50	22	1500
198	0	5	2.12	1.50	23	1500
199	0	5	2.12	1.50	24	1500
200	0	5	2.12	1.50	25	1500
201	0	5	2.12	1.50	26	1500
202	0	4	2.24	2.00	27	1500
203	0	4	2.24	2.00	28	1500
204	0	3	2.55	2.50	29	1500
205	0	3	2.55	2.50	30	1500
206	0	2	3.00	3.00	31	1500
207	0	2	3.00	3.00	32	1500
208	0	2	3.00	3.00	33	1500
209	5	8	2.55	2.50	15	1550
210	5	8	2.55	2.50	16	1550
211	5	8	2.55	2.50	17	1550
212	5	8	2.55	2.50	18	1550
213	4	7	1.58	1.50	19	1550
214	1	7	2.00	2.00	20	1550
215	0	5	2.12	1.50	21	1550
216	0	5	2.12	1.50	22	1550
217	0	5	2.12	1.50	23	1550
218	0	5	2.12	1.50	24	1550
219	0	5	2.12	1.50	25	1550
220	0	5	2.12	1.50	26	1550
221	0	4	2.24	2.00	27	1550
222	0	4	2.24	2.00	28	1550
223	0	3	2.55	2.50	29	1550
224	0	3	2.55	2.50	30	1550
225	0	2	3.00	3.00	31	1550
226	0	2	3.00	3.00	32	1550
227	0	2	3.00	3.00	33	1550
228	5	8	2.55	2.50	15	1600
229	5	8	2.55	2.50	16	1600
230	5	8	2.55	2.50	17	1600
231	5	8	2.55	2.50	18	1600
232	4	7	1.58	1.50	19	1600
233	1	7	2.00	2.00	20	1600
234	0	5	2.12	1.50	21	1600
235	0	5	2.12	1.50	22	1600
236	0	5	2.12	1.50	23	1600
237	0	5	2.12	1.50	24	1600
238	0	5	2.12	1.50	25	1600
239	0	5	2.12	1.50	26	1600
240	0	4	2.24	2.00	27	1600
241	0	4	2.24	2.00	28	1600
242	0	3	2.55	2.50	29	1600
243	0	3	2.55	2.50	30	1600
244	0	2	3.00	3.00	31	1600
245	0	2	3.00	3.00	32	1600
246	0	2	3.00	3.00	33	1600
247	5	8	2.55	2.50	15	1650
248	5	8	2.55	2.50	16	1650
249	5	8	2.55	2.50	17	1650
250	5	8	2.55	2.50	18	1650
251	4	7	1.58	1.50	19	1650
252	1	7	2.00	2.00	20	1650
253	0	5	2.12	1.50	21	1650
254	0	5	2.12	1.50	22	1650
255	0	5	2.12	1.50	23	1650
256	0	5	2.12	1.50	24	1650
257	0	5	2.12	1.50	25	1650
258	0	5	2.12	1.50	26	1650
259	0	4	2.24	2.00	27	1650
260	0	4	2.24	2.00	28	1650
261	0	3	2.55	2.50	29	1650
262	0	3	2.55	2.50	30	1650
263	0	2	3.00	3.00	31	1650
264	0	2	3.00	3.00	32	1650
265	0	2	3.00	3.00	33	1650
266	5	8	2.55	2.50	15	1700
267	5	8	2.55	2.50	16	1700
268	5	8	2.55	2.50	17	1700
269	5	8	2.55	2.50	18	1700
270	4	7	1.58	1.50	19	1700
271	1	7	2.00	2.00	20	1700
272	0	5	2.12	1.50	21	1700
273	0	5	2.12	1.50	22	1700
274	0	5	2.12	1.50	23	1700
275	0	5	2.12	1.50	24	1700
276	0	5	2.12	1.50	25	1700
277	0	5	2.12	1.50	26	1700
278	0	4	2.24	2.00	27	1700
279	0	4	2.24	2.00	28	1700
280	0	3	2.55	2.50	29	1700
281	0	3	2.55	2.50	30	1700
282	0	2	3.00	3.00	31	1700
283	0	2	3.00	3.00	32	1700
284	0	2	3.00	3.00	33	1700
285	5	8	2.55	2.50	15	1750
286	5	8	2.55	2.50	16	1750
287	5	8	2.55	2.50	17	1750
288	5	8	2.55	2.50	18	1750
289	4	7	1.58	1.50	19	1750
290	1	7	2.00	2.00	20	1750
291	0	5	2.12	1.50	21	1750
292	0	5	2.12	1.50	22	1750
293	0	5	2.12	1.50	23	1750
294	0	5	2.12	1.50	24	1750
295	0	5	2.12	1.50	25	1750
296	0	5	2.12	1.50	26	1750
297	0	4	2.24	2.00	27	1750
298	0	4	2.24	2.00	28	1750
299	0	3	2.55	2.50	29	1750
300	0	3	2.55	2.50	30	1750
301	0	2	3.00	3.00	31	1750
302	0	2	3.00	3.00	32	1750
303	0	2	3.00	3.00	33	1750
304	5	8	2.55	2.50	15	1800
305	5	8	2.55	2.50	16	1800
306	5	8	2.55	2.50	17	1800
307	5	8	2.55	2.50	18	1800
308	4	7	1.58	1.50	19	1800
309	1	7	2.00	2.00	20	1800
310	0	5	2.12	1.50	21	1800
311	0	5	2.12	1.50	22	1800
312	0	5	2.12	1.50	23	1800
313	0	5	2.12	1.50	24	1800
314	0	5	2.12	1.50	25	1800
315	0	5	2.12	1.50	26	1800
316	0	4	2.24	2.00	27	1800
317	0	4	2.24	2.00	28	1800
318	0	3	2.55	2.50	29	1800
319	0	3	2.55	2.50	30	1800
320	0	2	3.00	3.00	31	1800
321	0	2	3.00	3.00	32	1800
322	0	2	3.00	3.00	33	1800
323	5	8	2.55	2.50	15	1850
324	5	8	2.55	2.50	16	1850
325	5	8	2.55	2.50	17	1850
326	5	8	2.55	2.50	18	1850
327	4	7	1.58	1.50	19	1850
328	1	7	2.00	2.00	20	1850
329	0	5	2.12	1.50	21	1850
330	0	5	2.12	1.50	22	1850
331	0	5	2.12	1.50	23	1850
332	0	5	2.12	1.50	24	1850
333	0	5	2.12	1.50	25	1850
334	0	5	2.12	1.50	26	1850
335	0	4	2.24	2.00	27	1850
