	IN	OUT	RMSE	MAE	enough_zero	delta
336	0	4	2.24	2.00	28	1850
337	0	3	2.55	2.50	29	1850
338	0	3	2.55	2.50	30	1850
339	0	2	3.00	3.00	31	1850
340	0	2	3.00	3.00	32	1850
341	0	2	3.00	3.00	33	1850
342	5	8	2.55	2.50	15	1900
343	5	8	2.55	2.50	16	1900
344	5	8	2.55	2.50	17	1900
345	5	8	2.55	2.50	18	1900
346	4	7	1.58	1.50	19	1900
347	1	7	2.00	2.00	20	1900
348	0	5	2.12	1.50	21	1900
349	0	5	2.12	1.50	22	1900
350	0	5	2.12	1.50	23	1900
351	0	5	2.12	1.50	24	1900
352	0	5	2.12	1.50	25	1900
353	0	5	2.12	1.50	26	1900
354	0	4	2.24	2.00	27	1900
355	0	4	2.24	2.00	28	1900
356	0	3	2.55	2.50	29	1900
357	0	3	2.55	2.50	30	1900
358	0	2	3.00	3.00	31	1900
359	0	2	3.00	3.00	32	1900
360	0	2	3.00	3.00	33	1900
