	IN	OUT	RMSE	MAE	span	delta
0	2	0	3.61	3.00	400	800
1	2	0	3.61	3.00	450	800
2	2	0	3.61	3.00	500	800
3	2	1	2.92	2.50	550	800
4	2	1	2.92	2.50	600	800
5	2	1	2.92	2.50	650	800
6	2	1	2.92	2.50	700	800
7	2	1	2.92	2.50	750	800
8	2	1	2.92	2.50	800	800
9	2	1	2.92	2.50	850	800
10	2	1	2.92	2.50	900	800
11	2	1	2.92	2.50	950	800
12	2	1	2.92	2.50	1000	800
13	2	1	2.92	2.50	1050	800
14	2	1	2.92	2.50	1100	800
15	2	1	2.92	2.50	1150	800
16	2	1	2.92	2.50	1200	800
17	2	0	3.61	3.00	400	850
18	2	0	3.61	3.00	450	850
19	2	0	3.61	3.00	500	850
20	2	1	2.92	2.50	550	850
21	2	1	2.92	2.50	600	850
22	2	1	2.92	2.50	650	850
23	2	1	2.92	2.50	700	850
24	2	1	2.92	2.50	750	850
25	2	1	2.92	2.50	800	850
26	2	1	2.92	2.50	850	850
27	2	1	2.92	2.50	900	850
28	2	1	2.92	2.50	950	850
29	2	1	2.92	2.50	1000	850
30	2	1	2.92	2.50	1050	850
31	2	1	2.92	2.50	1100	850
32	2	1	2.92	2.50	1150	850
33	2	1	2.92	2.50	1200	850
34	2	0	3.61	3.00	400	900
35	2	0	3.61	3.00	450	900
36	2	0	3.61	3.00	500	900
37	2	1	2.92	2.50	550	900
38	2	1	2.92	2.50	600	900
39	2	1	2.92	2.50	650	900
40	2	1	2.92	2.50	700	900
41	2	1	2.92	2.50	750	900
42	2	1	2.92	2.50	800	900
43	2	1	2.92	2.50	850	900
44	2	1	2.92	2.50	900	900
45	2	1	2.92	2.50	950	900
46	2	1	2.92	2.50	1000	900
47	2	1	2.92	2.50	1050	900
48	2	1	2.92	2.50	1100	900
49	2	1	2.92	2.50	1150	900
50	2	1	2.92	2.50	1200	900
51	2	0	3.61	3.00	400	950
52	2	0	3.61	3.00	450	950
53	2	0	3.61	3.00	500	950
54	2	1	2.92	2.50	550	950
55	2	1	2.92	2.50	600	950
56	2	1	2.92	2.50	650	950
57	2	1	2.92	2.50	700	950
58	2	1	2.92	2.50	750	950
59	2	1	2.92	2.50	800	950
60	2	1	2.92	2.50	850	950
61	2	1	2.92	2.50	900	950
62	2	1	2.92	2.50	950	950
63	2	1	2.92	2.50	1000	950
64	2	1	2.92	2.50	1050	950
65	2	1	2.92	2.50	1100	950
66	2	1	2.92	2.50	1150	950
67	2	1	2.92	2.50	1200	950
68	2	0	3.61	3.00	400	1000
69	2	0	3.61	3.00	450	1000
70	2	0	3.61	3.00	500	1000
71	2	1	2.92	2.50	550	1000
72	2	1	2.92	2.50	600	1000
73	2	1	2.92	2.50	650	1000
74	2	1	2.92	2.50	700	1000
75	2	1	2.92	2.50	750	1000
76	2	1	2.92	2.50	800	1000
77	2	1	2.92	2.50	850	1000
78	2	1	2.92	2.50	900	1000
79	2	1	2.92	2.50	950	1000
80	2	1	2.92	2.50	1000	1000
81	2	1	2.92	2.50	1050	1000
82	2	1	2.92	2.50	1100	1000
83	2	1	2.92	2.50	1150	1000
84	2	1	2.92	2.50	1200	1000
85	2	0	3.61	3.00	400	1050
86	2	0	3.61	3.00	450	1050
87	2	0	3.61	3.00	500	1050
88	2	1	2.92	2.50	550	1050
89	2	1	2.92	2.50	600	1050
90	2	1	2.92	2.50	650	1050
91	2	1	2.92	2.50	700	1050
92	2	1	2.92	2.50	750	1050
93	2	1	2.92	2.50	800	1050
94	2	1	2.92	2.50	850	1050
95	2	1	2.92	2.50	900	1050
96	2	1	2.92	2.50	950	1050
97	2	1	2.92	2.50	1000	1050
98	2	1	2.92	2.50	1050	1050
99	2	1	2.92	2.50	1100	1050
